,Title,Summary,Location,Company,Salary
430,Hardware Systems Engineer,Job Description - Hardware Systems Engineer.The Systems Engineer ( Hardware / Integration Engineer ) is responsible for the hardware integration tasks within…,Singapore,Keyteo Consulting Pte Ltd,
431,Senior Front End Engineer,"Hiring for Senior Front End Engineer.We are an ever-growing global team of entrepreneurs, designers, engineers, venture architects, product experts and…",Singapore,Techbridge Market Holdings Pte Ltd,
432,"Senior Consultant, Asset Management (Data Management)","Ensure good practices in the management of data tools, reference data, data standards, data frameworks and templates.Excellent spoken and written English.",Singapore,Synpulse,
433,Solution Delivery Manager,"Degree in Computer Science, Economy, Logistics or similar.ORIFLAME SOFTWARE is now looking for a Solution Delivery Manager to further strengthen our team.",Singapore,Oriflame,
434,Principal Security Advisor,"Bachelor’s degree or equivalent in relevant business, computer science, and/or engineering disciplines.Master's degree or PhD in relevant business, computer…",Singapore,Amazon Web Services Singapore,
435,Chief Technology Officer,"PhD in Computer Science, Information Technology, or any other related field.Excellent logical reasoning skills and deep understanding of data structure and…",Singapore,Cavenagh Bridge,
436,Digital Infrastructure Consultant,"Join our growing global team and accelerate your career with Dimension Data.Takes responsibility for understanding client requirements, collecting data,…",Kallang,Dimension Data,
437,Solution Architect V (0M904F),"Validates results using comparable deal history, competitor and market data.Responsible for solution development, competitive costing, commercial proposition…",Singapore,DXC,
438,Data Security Technical Consultant,Need strong domain knowledge on Data Security and understanding of data centric approach to data protection.Have worked on solutions to protect data streaming…,Singapore,Micro Focus,
439,Security Presales Consultant,Links company solutions with data business center needs to create customer business value.DevOps | IT Operations| Cloud | Security | Info Governance | Big Data…,Singapore,Micro Focus,
440,"Consumer Networks - Associate Director/Director, Workplace S...","Degree in Safety Science, Environmental Engineering/ Management from recognized university.To support that journey we are searching for top talent and have an…",Marine Parade,Singtel,
441,"SVP / VP, Security Architect, Group Consumer Banking and Big...","Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on…",Singapore,DBS Bank,
442,Technical Specialist- NoSQL,"Experience and understanding of large-scale data deployments in enterprise-wide environments required.Bachelor's degree in Computer Science, Information…",Singapore,Microsoft,
443,Partner Enablement Solution Architect (Shenzhen),"Our client, an established Swedish based big data MNC is seeking best fit candidates!Be capable and fluent in topics including UI Design, Data Modelling and…",Singapore,Linktrix Consultants Pte Ltd,
444,"Senior Director, Delivery Management, APAC","Lead an engagement team to perform implementation activities in collaboration with BHC3 team members from Application Development, Data Integration, Data…",Singapore,Baker Hughes,
445,Digital Practice Client Manager Solution,Join our growing global team and accelerate your career with Dimension Data.Dimension Data is an equal opportunity employer with a global culture that embraces…,Kallang,Dimension Data,
446,Software Architect (Video Analytics and Big Data Platform),"Degree in Computer Science, Engineering, or equivalent.Architect, design, and setup of development, build, deployment test setup for development team.",Singapore,Enggsol Pte Ltd,
447,Regional Solution Consultant,Join our growing global team and accelerate your career with Dimension Data.Dimension Data is an equal opportunity employer with a global culture that embraces…,Kallang,Dimension Data,
448,Digital Banking Architect (Cloud),"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.What about all of these?",Singapore,IBM,
449,Principal Infocomm Specialist (Enterprise Architect),"Degree in Computer Science, Information Technology and equivalent.With exposure to big data platforms, you will unleash your technical expertise to create…",Singapore,Inland Revenue Authority of Singapore,
450,Data Science for Business Security & Solution Architect,"Architect, or Google Professional Cloud Architect certification a plus.AWS Certified Solutions Architect, Azure Solutions.",Singapore,Spinwell Global Risk & Securities Ltd,"$140,000 a year"
451,"Vice President, Business Information Security Officer (Opera...",Work with technical architect partners and other BISO teams to incorporate technical documentation into Architectural Patterns / Designs.,Singapore,Bank of America,
452,(Senior) System Analyst â IoT,Has at least 3years of working experience as a System Architect / System Analyst;Review and analyze data gathered fromIoTuse cases requirements and translate…,Singapore,Sciente Consulting Pte. Ltd,
453,Solutions Architect (Cloud technologies),Providing design expertise on enterprise level data architecture & data models.Providing design expertise on enterprise level data architecture & data models.,Singapore,Michael Page,
454,Enterprise/ Solution Architect (Digital / Marketing Technolo...,"Enterprise/ Solution Architect (Digital / Marketing Technology).As the Enterprise / Solution Architect, you will be responsible for :",Singapore,Michael Page,
455,"First VP/Senior VP, Domain Architect, Business Banking, GBT","An understanding of all domains of Enterprise Architecture, including the business, data, application, infrastructure and security domains.",Singapore,United Overseas Bank Limited,
456,Solutions Architect,"Degree in Computer Science, Engineering, or equivalent from a recognized university.Knowledge in Traffic and Transportation domain and areas of cloud…",Singapore,Enggsol Pte Ltd,
457,"First VP/ Senior VP, Domain Architect, Group Banking Technol...","Â· An understanding of all domains of Enterprise Architecture, including the business, data, application, infrastructure and security domains.",Singapore,United Overseas Bank Limited,
458,"Subscription Sales Manager, APAC",O Work on complex issues where analysis of situations or data requires an in-depth knowledge of Autodesk.Subscription Sales Executive Manager will manage a…,Singapore,Autodesk,
459,Insurance Pre-sales Technical Architect,"Required skills because the role of a technical architect is so varied, employers will be looking for a wide range of skills, including:",Singapore,DXC,
460,Junior 3D Programmer,"Optimise code and data for memory usage and performance as required.Knowledge of common algorithms, data structures and patterns, and the ability to apply them…",Singapore,Ubisoft,
461,"CISO , Chief Information Security Officer (Regional Role)","Candidates should have at minimum a Bachelors degree in Computer Science, Statistics, or other technical field and 10+ yearsâ experience in information…",Singapore,Kerry Consulting Pte Ltd,
462,IT Project Manager,"Manage integration of various components of the project including hardware, software installation, testing, business process review, redesign, application…",Singapore,IT Consultancy & Services Pte Ltd,
463,SAP Architect,Computer Science or Math background preferred or equivalent experience.Experience as SAP technical architect and work with complex infrastructure design.,Singapore,Continental Technology Solutions,
464,Hiring for Solution Architect (Lead Dot Net) Role.,"Experience across application and data architecture including design patterns, development methodologies, systems integration, data modelling.",Singapore,Aryan Search Pte Ltd,"$72,000 - $100,000 a year"
465,Credit Risk Business Analyst,A degree and professional experience in the computer science area with minimum five years' experience as Project Manager and/or Business Analyst in the…,Singapore,Luxoft India Llp,
466,Solution Architect,"4 MVC design, Data modeling, Deployment & Build management, Data migration.The Solution Architect (SA) plays core technical role in the development of a system…",Toa Payoh,Pearson Frank,
467,"Account Executive, ASEAN","Manage and qualify inbound leads and pipeline, with accurate and timely responses and forecast data.Autodesk has fully reimagined the construction business for…",Singapore,Autodesk,
468,Infrastructure Architect,"Select the appropriate AWS service based on compute, data, or security requirements.Implement and control the flow of data to and from AWS.",Singapore,eTeam Hong Kong,
469,Senior Solution Architect (Artificial Intelligence / Compute...,"Senior Solution Architect (Artificial Intelligence).As a Senior Solution Architect (Artificial Intelligence / Computer Vision), you will be responsible for:",Singapore,Michael Page,
470,"Head, Test Automation",Automate test data provisioning by extracting and injecting test data;Design and architect test automation framework and strategies across the application…,Singapore,Sciente Consulting Pte. Ltd,
471,"Senior Consultant, Professional Services","Talend is a leader in cloud data integration and data integrity.Talend offers a suite of apps for data integration and integrity that brings data, people and…",Singapore,Talend,
472,Campus Product Manager,"Manage, coach and work with a team including data scientists, solution architect, etc. to develop, enhance and support campus data analytics product.",Singapore,AZENDIAN,
473,Full Stack Engineer (React JS/Redux & Node JS),"Architect, design, develop and deploy new features.You possess a Degree/Diploma in Computer Science, Engineering or related field.Be part of our growth story.",Central Business District,Snaphunt,
474,Solutions Consultant,Analyze campaign and publisher performance and offer recommendations or architect solution designs for improvement.3-4 years of professional experience.,Central Singapore,AT&T,
475,Senior Solutions Architect Singapore,Morpheus Data LLC is an equal opportunity employer.Support and architect enterprise-scale solutions utilizing emerging platforms and technologies.,Singapore,Morpheus Data,
476,"Senior Engineer, Cyber Security",Bachelor Degree in Computer Science or related field plus 3 + years’ experience or 6 + years’ relevant experience.Implement and maintain cyber tools.,Singapore,Marina Bay Sands,
477,Cloud Technical Architect,"Develop automation and processes to enable teams to deploy, manage scale and monitor their applications in data centers and in cloud.",Singapore,Jefferson Frank,"$9,000 - $12,000 a month"
478,Data Scientist,"Experience with common data science toolkits, such as R, Weka, NumPy, pandas, scikit, MatLab, matplotlib and/or keras.",Singapore,TalentNex Consulting Pte Ltd.,
479,Ref: 116281 - Technical Services Manager,"Possess technical knowledge in data management and integration using CMDB, Enterprise Service Bus etc.At least 10 years of experience as an Architect with…",Singapore,NCS,
480,Exciting Opportunity for Project Manager(s) - Data Scientist,"Project management of development and implementation of Data Analytics projects.PhD/Masters/Bachelors (with good honours) in Computer Science, Statistics,…",Singapore,Aryan Search Pte Ltd,"$84,000 - $102,000 a year"
481,Hedge Fund Database Architect,Research new technologies for improved data management and efficient data retrieval.Engaging with users to understand their data interface requirements.,Singapore,Winston Fox,
482,"Senior Solution Architect, Supply Chain","Data integration/migration in SAP ERP platforms.Hiring for Senior Solution Architect, Supply Chain.Bachelor or higher degree in Computer Science or IT.",Singapore,Jobline Resources Pte Ltd,
483,Technical Services Consultant (Desktop),"As a Technical Services Consultant, you will collaborate with a team of business analyst, solution architect, project manager passionate about developing the…",Singapore,Government Technology Agency,
484,APJ Enterprise – Sales Engineering and Technology Leader,"We connect everything – people, process, data and things – and we use those connections to change our world for the better.APJ & Theatre based DTO teams.",Singapore,Cisco Systems,
485,Digital and Analytics Solution Architect,"Experience in Big Data and Analytics technologies.Bachelor’s Degree in MIS, computer science, engineering, technology, business administration or related…",Singapore,Goodyear,
486,Java Arch_La Coruna,"Ability to conceptualize and architect large enterprise applications.Basic understanding of databases, replication strategies, Data architecture.",Singapore,Infosys Limited Singapore Branch,
487,Project Manager (New Estates),"To ensure the estates’ visions are met, you will conduct/participate in brainstorming, data gathering, evaluation and implementation of the innovative…",Singapore,JTC Corporation,
488,Network Consultant (Presales),"Degree in Computer Science, IT or relevant fields.Strong understanding and good knowledge in data internetworking technologies.",Singapore,Enggsol Pte Ltd,
489,Manager - Product Development and Innovation- Product Platfo...,"Advanced knowledge of Enterprise Architect.This includes Network solution, Security, software applications, cloud environments and Data management.",Singapore,MasterCard,
490,PreSales Solution Partner,"Passionate to acquire latest skills and knowledge to enhance my productivity as Solutions Architect.Experience in performing Data Center assessment, planning,…",Singapore,Orange,
491,"Finance Business Partner, APAC Global Renewals",Partner with operation program manager and data team to understand system and data limitations and work on short-term solutions and long-term requirements to…,Singapore,Autodesk,
492,"Senior Manager, Solutions Engineer (Information Technology)","There will be strong focus in the areas of Identity Access Management, Microsoft O365, Business Intelligence, process management and automation, data…",Singapore,Marina Bay Sands Pte Ltd,
493,Research Engineer - Team Lead,"You have at least 10 years experience, ideally within a System Architect, Product Manager or Solution Architect role.",Singapore,Snaphunt,
494,Development Lead - Power BI,Define the analytics platform strategy in support of the data and analytics initiatives.Work with Project / Program Managers in the planning and delivery of…,Singapore,,
495,"Cloud Native App Developer/Architect, 2-year contract","Background in Computer Science, Computer Engineering or equivalent.Work with industry end-users to understand the domain, work flow processes, requirements,…",Singapore,Info-communications Media Development Authority,
496,"Product Management - Consumer, Product & Technology","Bachelor's degree required, preferably in Computer Science, Information System, E-commerce.Experience in product technical design such as system architect and…",Singapore,Shopee,
497,VP - Technical Lead (ETL / Datawarehouse),Brings deep understanding of business data domain and underlying data sources.7+ years of consulting experience (client-facing) related to data integration/ETL…,Singapore,Tangspac Consulting Pte Ltd,
498,"Senior Partner Solutions Architect, Database Migrations","Working knowledge of large-scale databases and data warehouses.An advanced degree in computer science, engineering or mathematics.",Singapore,Amazon Web Services Singapore,
499,Software Developer,May serve as a project architect.Develop secure and robust API applications to serve data and integrate.Software Developer – APAC PD Oct 2019.,Singapore,"Agilysys, Inc.",
500,Enterprise Content Management Architect and Support,Enterprise Content Management Architect and Support.Please note that your response to this advertisement and communications with us pursuant to this…,Singapore,Manpower,"$5,000 - $6,000 a month"
501,Senior/Lead Software Architect (Software Development â C2),"O Internet/open source search & retrieval, data mining and analytics.Degree in Electrical / Electronics / Computer Science / Engineering/ IT with 12+ years of…",Singapore,Enggsol Pte Ltd,
502,Software Integrator,"Degree or Master in Computer Science discipline or equivalent experience.Ensure non regression, check interfaces, run simulation scenario, test with tools or…",Singapore,Thales Group,
503,Application Architect,"Architect custom solutions of project or operational scope.Advance understanding of RDBMS databases such as Oracle, Oracle Golden Gate, Data Lake, DB2 etc.",Singapore,Xchanging Malaysia Sdn Bhd,
504,Technical Program Manager,"6+ years of work experience in the role of data engineer, BI engineer, data architect, data team manager, or Technical Program Manager.",Singapore,Kinetica DB,
505,"Assistant Manager, It Project Management Office","Work closely with solution architect in designing new solutions.Experience in front-end portal, data mining, system decommission and migration projects.",Singapore,AXA Singapore,
506,[1 Year] Project Manager (Software) - CITPM/COMIT/PMI/PRINCE...,"Software Architect Project Manager wanted immediately for a Government Agency.Excellent understanding of programming fundamentals (algorithms, data structures,…",Singapore,Asiacloud Solutions Pte Ltd,
507,"International Group (Gaming) - Technical Architect, Full Sta...","Degree in Computer Science and Engineering.Be involved in pre-sale activities as solution architect.Degree in Information Technology, Computer Science, or its…",Singapore,Singtel,
508,Senior Consultant PSG,"MS Computer Science or equivalent.Follow detailed instructions on assigned projects given by the project’s Project Manager, Lead Architect, or Practice Manager…",Singapore,TIBCO Software,
509,Software Engineer (React / Frontend),"Degree in Computer Science or equivalent.Familiarity with basic data structure and algorithms.Develop, test, deploy, and maintain building user interface…",Singapore,Jobline Resources Pte Ltd,
510,"Data Architect, Lead","I am currently looking for Data Architect leaders for a huge banking client of mine in Singapore.Having Tableau as the core delivery channel, 5-10 years of…",Singapore,Nicoll Curtin Limited,
511,Senior Consultant - BMC Remedy - Moscow,"Demonstrate Out-of-the box Foundation Data configurations in Russian Language.Work with Technical Architect, Functional Consultant to understand requirements…",Singapore,Infosys Limited Singapore Branch,
512,Trading Application Architect (Commodity),"The application architect manages the end-to-end Trading applications tool from market data to CTRM, to trade analytics and compliance.",Singapore,Kerry Consulting Pte Ltd,
513,DATABASE MANAGER (x2) - Permanent - VERY URGENT!!,Open Budget + Variable Bonus + Stocks Option + Fixed Allowance.Experience in optimizing insertions of large amounts of data.R1114636 (Manalo Don Don Briones).,Singapore,Gateway Search Pte Ltd,
514,Tech Arch - JAVA,"Identify system data, hardware and software components required to meet user needs.In the role of Technology Architect, you will interface with key…",Singapore,Infosys Limited Singapore Branch,
515,Solution Architect (Functional Specialist),"Degree or Diploma in Computer Science, Information Systems, Information/Infocomm Technology, Computer or Electronics Engineering or related discipline • Minimum…",Singapore,Wsh experts Pte Ltd,
516,Cloud Solution Architect,"Experience using R, Hadoop, or other big data analytics languages and translate into effective data visualization using tools such as:",Singapore,Acclivis,
517,Cloud Intelligence BDM - Cloud SME,"MBA, Computer Science, and/or Engineering/Math background highly desired;Are you comfortable making decisions that analyze market data, product features and…",Singapore,Amazon Web Services Singapore,
518,Insurance Pre-sales Technical Architect,"DXC)helps global companies run their mission critical systems and operations while modernizing IT, optimizing data architectures, and ensuring security and…",Singapore,Xchanging Malaysia Sdn Bhd,
519,Analytics Talent Community Lead,"10-12 years of experience across data strategy, roadmap development, data warehousing and database management (data profiling, cataloging, data ingestion, data…",Central Singapore,Avanade,
520,"Senior Manager, Solution and Technical Architect","Must possess excellent data modelling and SQL skills.Strong interest in IT risk, data privacy, cyber security, emerging technologies, and related topics.",Singapore,Government Technology Agency,
521,Salesforce Architect,"Develops data integration, migration and deployment strategies.Our client is currently seeking a Salesforce Architect to join their dynamic team.",Singapore,TENTEN Partners Pte. Ltd.,
522,Network Solution Architect,"You will be challenged to architect and provide network related solutions.Degree in Information Technology, Computer Engineering, Computer Science or…",Singapore,Sciente Consulting Pte. Ltd,
523,SAP Deputy Director Solutions Architect,SAP Deputy Director Solutions Architect.Work closely with architects and analyst to ensure process consistency across the overall architecture.,Singapore,Morgan McKinley,"$10,000 - $14,000 a month"
524,Operations Engineer,The company is looking for an experienced and full-time Operations Engineer for onsite role in Singapore.Our client is a leading business service provider in…,Singapore,itForte,
525,Middleware Admin,"Microsoft Azure or AWS Solution Architect Certified.Bachelor's degree in Engineering, Computer Science, Management Information Systems, or related field.",Singapore,eTeam Hong Kong,
526,Backup Administrator,"Archive data according to rules and schedules.Microsoft Azure or AWS Solution Architect Certified.Bachelor's degree in Engineering, Computer Science,…",Singapore,eTeam Hong Kong,
527,"SVP / VP, Solution Architect (Branch & Self-Service Banking)...","Strong understanding of cloud native architecture, microservices, data management principles, big data, middleware technologies & distributed computing.",Singapore,DBS Bank,
528,"Solutions Architect, Head",Robust experience with big data and SAS architecture.An ideal candidate would be one with solid technical experience within Big Data and SAS architecture.,Singapore,Nicoll Curtin Limited,
529,Senior Visualisation Manager,Master’s degree in Data Science / Information Systems/ Computer Science (or equivalent).Data Science Modelling experience is preferred.Who we are looking for:,Singapore,Prudential,
530,Product Manager,Determines product pricing by utilizing market research data;Product Manager architects the future of our products by bridging engineering and business as you…,Ubi,HashMicro Pte Ltd,
531,"Major Account Manager, Singapore - NGINX (NGINX Specialist)","Job may be performed on-site at a customer facility or data center, or in an office environment sitting at a desk or computer table.",Singapore,f5,
532,"Chief Technical Advisor, APAC","We see major corporations, governments increasing their strategic data investments.Detailed understanding of the impact of having a strong data architecture on…",Singapore,Splunk,
533,Senior Mobile / Web Developer,"Work with project manager/solution architect to define scope, specifications, and estimates.Understand all business data captured or used by products worked on…",Paya Lebar,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,"$6,000 - $9,500 a month"
534,Technical Architect,"Degree or Diploma in Computer Science, Computer or Electronics Engineering, Information Technology or related disciplines.",Singapore,Jobline Resources Pte Ltd,
535,Backend Developer,"Bachelor’s level degree in Computer Science, engineering, mathematics, or another related field.Experience designing, building, and operating in-production…",Singapore,Red Airship Holdings Pte Ltd,
536,Senior Staff Architect - Product Software,Senior Staff Architect - Product Software.We are looking for a Senior Staff Architect - Product Software for our team.Inspire a culture of “can do” attitude.,Singapore,Equinix,
537,"Infrastructure Engineer, Cloud Automation","Candidates who possess industry certifications such as Information Technology Infrastructure Library (ITIL), RedHat Certified Engineer, Microsoft Certified…",Singapore,Government Technology Agency of Singapore,
538,Android Application Developer,"Diploma in Computing/Computer Science or equivalent.Experience working with remote data via REST and JSON.Ensure Software Development Process is followed, and…",Singapore,Talent Trader Group Pte Ltd,
539,Full Stack Solution Architect – Trading,"Analyse data requirements, develop and document data dictionary, and develop data models.The strategic importance of an Enterprise wide data driven strategy to…",Singapore,Cargill,
540,Cloud â Lead Architect (Infrastructure),"Degree in Information Technology or Computer Science;As a Subject Matter Expert in the areas ofNetwork, Storage, Servers, Cloud, Data Base and Middlewarespace;",Singapore,Sciente Consulting Pte. Ltd,
541,Solution Architect,"MVC design, Data modeling, Deployment & Build management, Data migration.Designs and proposes software architecture for the solution, and ensuring smooth…",Singapore,Jobline Resources Pte Ltd,
542,Senior Solution Architect (Cloud Native),"Degree in Computer Science, Information Technology or equivalent.Candidates with less experience will be considered for Solution Architect position.",Singapore,Government Technology Agency,
543,"FOPM: Senior Consultant TM1 / PA (with Anaplan, Jedox)","Determining & documenting solution/tool utilisation, data availability, environment/user/situation/logistics considerations and data visualisation methods.",Singapore,SnapHunt Pte Ltd,
544,Software Developer (C3),"Degree in Computer Science, Computer Engineering or Information Technology.Work closely with software architect and other team members within the software…",Singapore,Singapore Technologies Electronics Limited,
545,"Business Architect, APJC Global Virtual Sales & Engineering","Knowledge of data communications, network planning and analysis;You are a seasoned engineer or architect with at least ten years of related work experience,…",Singapore,Cisco Systems,
546,Technical Solutions Sales Engr-SGP,Minimum of 3-5 years of experience as a Security or Cloud Architect.The Cloud Security Presales will lead the design and development of innovative security…,Singapore,Ingram Micro,
547,Siebel CRM Developer,"Siebel Enterprise Integration Application (XMLs, Inbound and Outbound Webservices, Dispatch Service, Integration Data Maps, XSLT, EAI Data Transformations,…",Singapore,FPT Information System Singapore Pte Ltd,
548,Solution Architect,Providing design expertise on enterprise level data architecture & data models.They are looking to hire a Solution Architect.,Singapore,Michael Page,
549,SAP Technical Landscape Manager,Join our growing global team and accelerate your career with Dimension Data.Dimension Data is an equal opportunity employer with a global culture that embraces…,Kallang,Dimension Data,
550,Consumer Networks - Network Integration and Security Enginee...,To support that journey we are searching for top talent and have an exciting opportunity for a Senior Network Security Architect to strengthen our team.,Singapore,Singtel,
551,Infrastructure Solution Architect,"Ã¢â¬â¹Bachelors in Electrical Engineer, Computer Science,Information SystemorComputer Engineer;Review and translate use case requirement specifications into…",Singapore,Sciente Consulting Pte. Ltd,
552,"Sr. Mgr, e-Commerce-SGP","Engage enterprise architect, software architect, and infrastructure teams, to own the evaluation and selection of hardware or software integration for each…",Singapore,Ingram Micro,
553,"Sales Director, Service Provider","Equinix is the one of the largest growing Data Centre companies, growing connectivity between clients worldwide.Achieves and exceeds assigned sales targets.",Singapore,Equinix,
554,"Infrastructure Engineer, Cloud Automation","Candidates who possess industry certifications such as Information Technology Infrastructure Library (ITIL), RedHat Certified Engineer, Microsoft Certified…",Singapore,Government Technology Agency,
555,Product Solution Architect,"As a successful candidate, you will have a bachelor's degree in Computer Science or equivalent with at least 15 years of proven experience within the product…",Singapore,Michael Page,
556,"Senior Practice Manager, Global Financial Services","Technical thought leadership experience in one or more technology areas such as IT security, application development, infrastructure architecture, big data…",Singapore,Amazon Web Services Singapore,
557,Junior Scrum Master,"An attractive Junior Scrum Master job opportunity has just become available, working closely with great team support from the leading company in Singapore.",Singapore,Robert Walters,
558,AWS Skills Guild Program Manager,"Experience with multiple data visualization and business intelligence tools.Bachelor's degree in science, technology, engineering, math or equivalent…",Singapore,Amazon Web Services Singapore,
559,Senior Domain Architect,"An understanding of all domains of Enterprise Architecture, including the business, data, application, infrastructure and security domains.",Singapore,Spinwell Global Risk & Securities Ltd,
560,"Ref: 110683 - Senior Solution Architect, Supply Chain (1-Yea...","Data integration/migration in SAP ERP platforms.Bachelor or higher degree in Computer Science or IT.Today, we are a leader in cutting-edge ICT innovation and…",Singapore,Singtel,
561,"VP / AVP, Platform Architect (PCF/PKS), Group Consumer Banki...","A Bachelor’s degree in Computer Science (or equivalent experience).2+ years experience as a Release Manager, executing Competence in using scripting +…",Singapore,DBS Bank,
562,Informatica Cloud Architect,"Ensuring data management and governance to maintain the data integrity.As an Informatica Cloud Architect, you will help to designs data storage systems,…",Singapore,eTeam Hong Kong,
563,Data Analytics Lead,"Extensive experience across data strategy, roadmap development, data warehousing and database management (data profiling, cataloguing, data ingestion, data…",Singapore,SearchElect,
564,Hybrid Cloud Solution Architect (Client Technical Specialist...,"Experience with Cognitive, Data Analytics and AI.IBMers believe that the application of intelligence, reason and science can improve business, society and the…",Singapore,IBM,
565,"Lead Consultant, Network","Involved in large project as delivery architect, accountable for Customer Requirement Document, High Level Design, Low Level Design.",Singapore,NCS,
566,Storage Administrator,"Archive data according to rules and schedules.Microsoft Azure or AWS Solution Architect Certified.Monitor, Report and troubleshoot the daily data replication.",Singapore,eTeam Hong Kong,
567,Talent Manager,"Able to collect, synthesize and report data.GlassView is a new type of marketplace for brands and publishers, designed for the modern Internet.",Singapore,Glassview Media,
568,"Hybrid Cloud Engineer, Infra and Operations",AWS Certified Solution Architect will be an added advantage.VMware Certified Professional VCAP and/or Cloud Architect certified will be an added advantage.,Queenstown,CTES Consulting Pte Ltd,
569,Professional Services Manager,"Data Governance esp on DLP, DRM, Data Classification.Degree in Computer Science or Diploma in Information Security/Computer Science.Able to write in English.",Singapore,Ingram Micro,
570,"Senior Consultant, SAP",Computer Science or Math background preferred or equivalent experience.Experience as SAP technical architect and work with complex infrastructure design.,Singapore,Amazon Web Services Singapore,
571,Salesforce Marketing Cloud Solutions Architect,"As an IBM Application Architect, you directly help clients transform their business and solve complex problems.We are Bluewolf, an IBM company.",Singapore,IBM,
572,Sr. Solutions Consultant / Architect - based in Singapore wi...,"Familiarity with Data Science notebooks such as Cloudera Data Science Workbench, Apache Zepplin, Jupyter or IBM DSX.Attend speaking engagements when needed.",Singapore,Cloudera,
573,Senior Software Client Architect,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.What about all of these?",Singapore,IBM,
574,Risk Application Developer,"Knowledge of relational and dimensional data modelling.Design test cases and generate test data.Conducts business requirements as well as, technical…",Singapore,EC1 Partners,
575,GIS Tech Lead,"Should have experience of at least 3 end-to-end implementation as GIS consultant & Architect.Should have experience of implementation of GIS DB, GIS data…",Singapore,Continental Technology Solutions,
576,Python Developer,"Collaborate with stakeholders including management to support their data infrastructure needs.Alternatively, you may contact me at v.wong1@pearsonfrank.com or …",Singapore,Pearson Frank,"$5,000 - $8,000 a month"
577,Inside Sales Representative,"The ISR role is part entrepreneur, part data analyst.Creadits are used globally to acquire anything required to start advertising - graphic design, video…",Singapore,Creadits,
578,Senior Software Developer,"Debug distributed systems with high data loads and high performance.Ability to write framework level code, architect efficient and reusable software…",Singapore,Pacific Investment Management Company LLC,
579,Senior Business Development Manager - AWS Blockchain,"Demonstrated experience interfacing with data scientists and data engineers successfully.Strong analytical skills, and demonstrated ability to turn detailed…",Singapore,Amazon Web Services Singapore,
580,Network Consultant (Presales) - ICS/ESD/NCP/LKS,"Degree in Computer Science, IT or relevant fields.Strong understanding and good knowledge in data internetworking technologies.",Singapore,ST Electronics (Info-comm Systems) Pte Ltd,
581,Senior Technical Coordinator,I understand and agree that the data collected will be used for recruitment purpose only.Provide architectural assistance to Architects in developing…,Singapore,Aedas,
582,"3D Graphic Programmer (C#, C++, Object Oriented Programming/...","Optimising code and data for memory usage and performance as required.As a 3D Graphic Programmer, you will work within a collaborative multi-discipline…",Singapore,Snaphunt Pte Ltd,
583,"Operations Program Manager, Business Operations","Foster a culture of collaboration and decision making based on data.Bachelor’s degree in Finance, Business, Information Technology, Computer Science or related…",Singapore,Facebook,
584,Global Operations IT Project (PARIS system) - Intern,To develop and support PARIS System (Equipment based Computerized Maintenance Management System) on data engineering for reporting and analysis.,Singapore,Seagate Technology,
585,Lead Security Architect,"As the Lead Security Architect , you will be responsible for:They are currently looking for an experienced Lead Security Architect to join them.",Singapore,Michael Page,
586,IT Project Manager - Enterprise Applications,"Work with architect and technical team for the delivery of the IT solution.Project manage activities including requirements, design, data migration, testing,…",Singapore,Volt,"$8,000 - $11,000 a month"
587,Manager/ Senior Manager,"Degree in Data Science, Statistics, Economics, Engineering, Computer Science, Mathematics, Business Administration, Business Analytics or equivalent;",Singapore,Inland Revenue Authority of Singapore,
588,Technical developer,"O Experience with Java and object–oriented programming, Restful API, data mapping, data modelling.You will be expected to work with the senior developers and…",Singapore,ENCORA TECHNOLOGIES PTE. LTD.,"$5,000 - $6,000 a month"
589,Full Stack Engineer III role with our client at Singapore,Looking for a full stack engineer with 10+ years of experience.Bachelor of Computer Science or equivalent with 10+ years of programming experience in the field…,Singapore,Cloud Kinetics Solutions Pte Ltd,
590,Senior Account Executive - Service Provider,"As the world’s largest data center company, Equinix brings global leaders the power of interconnection:Leads and drives coordinated sales approach with the…",Singapore,Equinix,
591,Apps Development Manager - Singapore,Design and architect solutions for applications on the Big Data Analytics ecosystem.Prior experience in any data visualization tool preferred).,Central Singapore,CITI,
592,"Senior Software Engineer, Cloud Operations","Awarded with AWS Solutions Architect Certification (Associate/Professional), Azure Solutions Architect Expert Certification.",Singapore,Autodesk,
593,Application Architect,"As part of their impressive growth, they are looking for an Application Architect.You have a Bachelors degree in Computer Science or related discipline with at…",Singapore,Snaphunt Pte Ltd,
594,Salesforce Pre-Sales and Solution Architect,"Â·Improving and streamlining processes regarding data flow and data quality to improve data accuracy, viability and value.",Singapore,Enggsol Pte Ltd,
595,Project Manager,"Experience working on data centre projects.Coordinate with M&E Consultants, main contractors, project team and architect that the design is free from code…",Singapore,Adge Pte Ltd.,
596,"SVP / VP, DevOps Engineering Lead (C2MA), Group Consumer Ban...","Working with architect, data modeller, business analyst, engineers and End Users within organization.Desired experience on Big Data or similar Data Warehouse…",Singapore,DBS Bank,
