,Title,Summary,Location,Company,Salary,City,Sal,Pay,Annual,entry_job,senior_job,temp_job
400,Digital Forensic Analyst,"Digital Forensic Analysts manage, examine and analyse high priority cases and technically complex digital devices.Salary Grade Range - £31,004 - £37,042.",Guildford,Surrey Police,"£30,000 - £39,999 a year",Rest of UK,34999.5,0,1,0,0,0
401,MIS Data Analyst,Data Analyst – About the Role.As the Data Analyst you will:This is a great opportunity to join a respected charity as their MIS Data Analyst.,Farnborough,Howett Thorpe,"£32,500 - £35,000 a year",Rest of UK,33750.0,0,1,0,0,0
402,MSK Physiotherapist,"Split role opportunities where you can combine a Disability Analyst role alongside our physiotherapy roles.By submitting your application, you are confirming…",Guildford,Ascenti,"£22,500 - £36,000 a year",Rest of UK,29250.0,0,1,0,0,0
403,Laboratory Analyst,Interpretation of test data and provision of meaningful conclusions based on test results;For more information or to apply for this Laboratory Analyst position…,Farnborough,CK Group,"£18,000 - £27,000 a year",Rest of UK,22500.0,0,1,0,0,0
404,Software Services Analyst,Your skills and qualifications as a Software Services Analyst:Your main responsibilities as a Software Services Analyst will involve:,Farnborough,BAE Systems,"£26,000 a year",Rest of UK,26000.0,0,1,0,0,0
405,Junior Financial Analyst,Sales order data collection and analysis.Ad hoc project and data analysis.The successful Junior Financial Analyst will have:25 days holiday + Bank Holidays.,Farnborough,Howett Thorpe,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,1,0,0
406,Data Analyst - Field Sales,"The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:As a Graduate Data Analyst, you will join the front line of this multi-national…",Farnborough,Pareto Law,"£26,000 - £47,000 a year",Rest of UK,36500.0,1,1,0,0,0
407,Junior Privacy Officer,"Providing advice and guidance on topics such as personal data breaches and data subject rights.Senior Data Incidents Officer - Croydon, London.",Guildford,Allianz,"£35,000 a year",Rest of UK,35000.0,0,1,1,0,0
408,Corporate Finance Graduate Trainee / Junior Analyst,"Assess the relevant data required in order to satisfy project scopes and agendas.A role for an energetic self-starter who is flexible, organised, conscientious…",Guildford,Polestar Corporate Finance,"£24,000 - £30,000 a year",Rest of UK,27000.0,0,1,1,0,0
409,Procurement P2P Officer,"Senior Pricing Analyst Roles at Allianz, Guildford.Working with the Procurement Enablement team to collate data to understand and develop resourcing…",Guildford,Allianz,"£30,000 - £34,000 a year",Rest of UK,32000.0,0,1,0,0,0
410,Data Engineer,"Foster a self-service data culture; working closely with architects, and technologists to share knowledge, evaluate opportunities and proactively recommend…",Guildford,Allianz,"£40,000 - £75,000 a year",Rest of UK,57500.0,1,1,0,0,0
411,Financial Analyst,Excel skills; good analytical and problem solving skills combined with strong understanding of data.Our client is looking for a Financial Analyst to join their…,Farnborough,Page Personnel - UK,"£35,000 - £45,000 a year",Rest of UK,40000.0,1,1,0,0,0
412,AMS Graduate 2020 [Farnborough] - Operational Analyst,"Eliciting data and information from diverse stakeholders;Science, technology, engineering or mathematics (STEM) subjects);",Farnborough,QinetiQ,"£26,500 a year",Rest of UK,26500.0,0,1,1,0,0
413,Digital Forensic Analyst (Experienced Mobile Phone Analyst),To be responsible for mentoring and coaching lesser experienced Analysts and informing the Team Leaders of their development.,Guildford,Surrey Police,"£30,000 - £39,999 a year",Rest of UK,34999.5,0,1,0,0,0
414,Finance Analyst,"Owning the pricing data behind Pricing Tools.Understanding P+L, using this to influence pricing models.Build and maintain profitability model for all business…",Camberley,Page Personnel - UK,"£35,000 - £42,000 a year",Rest of UK,38500.0,1,1,0,0,0
415,Anti Money Laundering Analyst - Woking,"Effective written and verbal communication skills with the ability to communicate with key head office, Group, Divisional and international colleagues in data…",Woking,GVC Careers,"£24,000 a year",Rest of UK,24000.0,0,1,0,0,0
416,Graduate Finance Analyst,As the business has just implemented a new accounting package it has created the need for an additional head to investigate and manage certain aspects of…,Farnborough,Holden Jones Ltd,"£30,000 a year",Rest of UK,30000.0,0,1,1,0,0
417,Customer support Executive,They have a successful mobile application and offer a service to ensure data is secured on mobile devices.As such I have three openings for 1st line support/…,Farnborough,CatchFish,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,1,0
418,CRM Conversion Specialist,"Work closely with cross-functional teams of leaders, designers, analysts, customer support teams, engineers and testers to ensure delivery against CRM…",Guildford,Philips,"£38,000 - £40,000 a year",Rest of UK,39000.0,1,1,0,0,0
419,ITSM Service Information Analyst,"Produces logical software designs showing for example: processes, objects, data flows, inputs, stored data and outputs.Main Purpose of the Role.",Blackwater,Rentokil Initial,"£40,000 a year",Rest of UK,40000.0,1,1,0,0,0
420,Junior Finance Analyst,Support the staff recruitment process ensuring data is cleansed and reflects changes to posts.Our client is looking for a Junior Finance Analyst to join their…,Guildford,Page Personnel - UK,"£20,000 - £26,000 a year",Rest of UK,23000.0,0,1,1,0,0
421,QTS Teacher,"Board Certified Behaviour Analyst (BCBA) certification.Collecting, recording and analysing data to monitor progress and improve learning programmes.",Guildford,Jigsaw Trust,"£19,645 - £26,139 a year",Rest of UK,22892.0,0,1,0,0,0
422,1st Line Support,They have a successful mobile application and offer a service to ensure data is secured on mobile devices.As such I have three openings for 1st line support/…,Farnborough,CatchFish,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,0,0
423,IT Support Analyst – Godalming,Data cabling and network infrastructure construction.Ability to analyse data and provide outcome recommendations.Office 365 maintenance and management.,Godalming,2i Recruit,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
424,Commercial Engineer,Production Analyst based in Guildford.The key responsibilities of the Commercial Engineer will be as follows:Join a Leading Aerospace Business.,Guildford,Michael Page UK,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
425,Revenue Assurance Analyst,The Revenue Assurance Analyst will:Be experienced with large data sets.My client is seeking an experienced Revenue Assurance Analyst to join their Commercial…,Godalming,Faith Recruitment,"£26,000 - £30,000 a year",Rest of UK,28000.0,0,1,0,0,0
426,Finance Graduate Scheme,"HR reporting and data management.Your role as a Pricing Analyst, you'll be focused on the following areas.Understanding how Finance team structure works.",Camberley,Page Personnel - UK,"£18,000 - £22,000 a year",Rest of UK,20000.0,0,1,1,0,0
427,MSK Physiotherapist,"Split role opportunities where you can combine a Disability Analyst role alongside our physiotherapy roles.By submitting your application, you are confirming…",Farnborough,Ascenti,"£22,500 - £36,000 a year",Rest of UK,29250.0,0,1,0,0,0
428,GIS Developer,"The role: You will be helping to create, build and maintain a web application which displays geographic data from sources across the UK, this data is used by…",Farnham,CatchFish,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
429,Data Analyst,"As a Data Analyst in the Assurance & Quality team, you will be responsible for providing data analysis and reports to enable the Assurance team to deliver high…",Chelmsford,St John Ambulance,"£23,150 - £25,633 a year",Rest of UK,24391.5,0,1,0,0,0
430,Data Analyst,"Knowledge of data modelling, data cleansing, and data enrichment techniques.We are currently recruiting for a Data Analyst to join our busy Buying team.",Chelmsford,Saxton 4x4,"£19,000 - £25,000 a year",Rest of UK,22000.0,0,1,0,0,0
431,Information Analyst,"Ensuring that information provided is timely, relevant and accurate according to NHS Data Standards and Trust procedures.",Chelmsford,East of England Ambulance Service Trust,"£24,214 - £30,112 a year",Rest of UK,27163.0,0,1,0,0,0
432,Data Analyst - Field Sales,"The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:As a Graduate Data Analyst, you will join the front line of this multi-national…",Chelmsford,Pareto Law,"£26,000 - £47,000 a year",Rest of UK,36500.0,1,1,0,0,0
433,Assistant Performance Analyst,"The Assistant Performance Analysts work closely with the Force Performance Analysts on their respective areas of business; providing support on data extraction,…",Chelmsford,Kent Police and Essex Police,"£23,235 - £25,380 a year",Rest of UK,24307.5,0,1,0,0,0
434,Data Analyst,"Knowledge of data modelling, data cleansing, and data enrichment techniques.ARE YOU A DATA ANALYST LOOKING FOR A CHANGE?Monitor and audit data quality.",Chelmsford,Prima Ardelle - Motor & Automotive Recruitment,"£25,000 a year",Rest of UK,25000.0,0,1,0,0,0
435,Data Analyst,"Knowledge of data modelling, data cleansing, and data enrichment techniques.Knowledge of data analysis tools.An understanding of data protection issues.",Chelmsford,First City Recruitment,"£25,000 a year",Rest of UK,25000.0,0,1,0,0,0
436,Data Analyst,"Data Analyst - Chelmsford - £20,000 - £25,000.Monitor and audit data quality.Good knowledge of data analysis tools.Develop and support reporting processes.",Chelmsford,Prime Appointments,"£20,000 - £25,000 a year",Rest of UK,22500.0,0,1,0,0,0
437,Insights Analyst (12 Month FTC),"Ability to translate data into actionable insights.You will be interpreting, analysing and summarising data to effectively communicate key insights to larger…",Chelmsford,Michael Page UK,"£26,000 - £31,000 a year",Rest of UK,28500.0,0,1,0,0,0
438,System Integration Analyst,Systems Integration Analyst- based in Brentwood Essex-*.The ability to grasp technical issues and perform detailed data analysis and reporting is a key…,Brentwood,McColls Retail Group,"£32,000 - £37,000 a year",Rest of UK,34500.0,0,1,0,0,0
439,Data Analyst,Collaborates with Data Operations to ensure access to most appropriate necessary data sources.Develop data visualisation tools to support cross functional…,Essex,Parallel Consulting,"£55,000 - £65,000 a year",Rest of UK,60000.0,1,1,0,0,0
440,Operations Support Analyst,"As a Management Information Analyst / Data Support Analyst, you will work as part of an expanding team supporting the growing business with Management…",Billericay,Informatiq Consulting,"£25,000 a year",Rest of UK,25000.0,0,1,0,0,0
441,Automation Test Analyst-Automation Tester,"The Test Analyst will be working within a team of Developers, Analysts and Testers.As Automation Test Analyst the following skills are essential:-.",Chelmsford,Eurobase People,"£50,000 a year",Rest of UK,50000.0,1,1,0,0,0
442,Hardware Product Quality Analyst - Essex - to £40k,"We are seeking a Product Data Analyst to continuously look for ways to improve the reliability of products and improve the way our client process, report and…",Unknown,re&m,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
443,Regional MSK Physiotherapist,"Split role opportunities where you can combine a Disability Analyst role alongside our physiotherapy roles.By submitting your application, you are confirming…",Essex,Ascenti,"£22,500 - £36,000 a year",Rest of UK,29250.0,0,1,0,0,0
444,SAP Configuration Analyst (Manufacturing / Master Data),"You'll be working within a team a team of 6 highly skilled SAP Specialists covering Master Data, Manufacturing, Warehousing, Quality Management, Plant…",Middleton,Robert Half United Kingdom,"£55,000 a year",Rest of UK,55000.0,1,1,0,1,0
445,Data Analyst,Responsibilities as a Graduate Data Analyst:Graduate Data Analyst package: What you get.Graduate Data Analyst: What we’re looking for.,Salford,Pareto Law,"£23,000 a year",Rest of UK,23000.0,0,1,0,0,0
446,Marketing Data Analyst,Key duties of a Marketing Data Analyst:The Marketing Data Analyst will gather customer information and examine trends to further support the business plan and…,Bolton,Square Peg Associates Ltd,"£40,000 a year",Rest of UK,40000.0,1,1,0,0,0
447,Junior Commercial Analyst (B2B),Use SQL to dig into data to automate and improve reporting provided to the B2B department.Analyse large and complex data sets to identify areas of improvement…,Bolton,ao.com,"£20,000 - £22,000 a year",Rest of UK,21000.0,0,1,1,0,0
448,Projects & Planning Support Analyst,Experience dealing with statistical planning and reporting and an ability record data accurately.XPO Logistics are looking for an experienced Projects &…,Leigh,XPO Logistics,"£23,000 a year",Rest of UK,23000.0,0,1,0,0,0
449,Customer Interaction Analyst,An experienced user of data you will be adept at interpreting and articulating complex information to a multi-disciplinary audience.Expert user of MS office.,Salford Quays,Bupa,"£30,500 - £40,000 a year",Rest of UK,35250.0,1,1,0,0,0
450,"Data Analyst - Distribution & Merchandising - Excel, SQL, Je...","Data Analyst - Distribution & Merchandising - Excel, SQL, Jet.Data Analyst - Distribution & Merchandising - Excel, SQL, Jet.",Bury,Michael Page UK,"£20,000 - £25,000 a year",Rest of UK,22500.0,0,1,0,0,0
451,Data/ Financial Analyst,"A core position within the company, you will be responsible for managing large streams of data, analysing any discrepancies and presenting your findings each…",Bury,Platinum Financial Recruitment,"£20,000 - £23,000 a year",Rest of UK,21500.0,0,1,0,0,0
452,ServiceNow Associate Developer,"Engineers in Digital, Data & Technology (DDaT) design and build the products which support these areas, for example providing efficient and secure ways to prove…",Salford,UK Government - Home Office,"£29,858 - £33,730 a year",Rest of UK,31794.0,0,1,0,0,0
453,ERP Support Analyst | Perm | Manchester,ERP Support Analyst** Permanent ** Manchester.Knowledge of SQL databases (to query and manipulate data).Must have experience with ERP system support.,Salford,myfuturerole.com,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,0,0
454,IT Support Analyst - Salford,The successful Analyst will have commercial experience of working in an IT support role with Desktop and business application software.,Salford,Data Careers Ltd,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,0,0
455,BI Analyst,"Ability to present insightful, dynamic and professional views of key business data.Identify opportunities to proactively provide business functions with data…",Manchester,Car Benefits Solutions,"£30,000 a year",Manchester,30000.0,0,1,0,0,0
456,Campaign Analyst,Comfortable in presenting all types of information (including complex data) and strategic recommendations at all levels of an organisation.,Salford Quays,Bupa,"£35,000 a year",Rest of UK,35000.0,0,1,0,0,0
457,Front End Developer (Bolton),The Front End team at AO are constantly striving to deliver the best possible experiences for our customers.Here's What You Can Expect to be Doing.,Bolton,ao.com,"£30,000 - £45,000 a year",Rest of UK,37500.0,1,1,0,0,0
458,Operations Analyst,"Liaise with internal stakeholders to fully understand data content/ data feeds.Experience working with large, complex volume data sets, ability to mine and…",Salford,NJR Recruitment,"£28,000 - £35,000 a year",Rest of UK,31500.0,0,1,0,0,0
459,Research Analyst,"Computer Science: 1 year (Preferred).You could be a graduate in science, computer science, software development or something of this nature or experience in…",Salford,PCLR Ltd,"£20,000 - £30,000 a year",Rest of UK,25000.0,0,1,0,0,0
460,Category Analyst,Excellent understanding and interpretation of data packages/applications.Work closely with external data providers to ensure databases are correctly coded and…,Wigan,The Oval Partnership,"£25,000 - £35,000 a year",Rest of UK,30000.0,0,1,0,0,0
461,Commercial Finance Analyst,"A leading retailer in Bolton requires an impressive Commercial Finance Analyst to join the team.As a Commercial Finance Analyst, you will report into the…",Bolton,Page Personnel - UK,"£25,000 - £35,000 a year",Rest of UK,30000.0,0,1,0,0,0
462,Senior Campaign Analyst,"Manage the planning process to make sure all data delivery dates are achieved.Engaging, credible presentation skills, comfortable communicating complex data…",Salford Quays,Bupa,"£45,000 - £55,000 a year",Rest of UK,50000.0,1,1,0,1,0
463,Finance Analyst,"A finance professional looking for a 'hands on' analyst role; roughly 70 % data analytics and monthly commentary work, and 30% finance business partnering,…",Bury,Michael Page UK,"£42,000 - £50,000 a year",Rest of UK,46000.0,1,1,0,0,0
464,FP&A Analyst,"Analysing data, monitoring variances, identifying trends, recommending actions.Maintaining and developing databases and cleansing data sources.",Bury,axonmoore,"£35,000 - £45,000 a year",Rest of UK,40000.0,1,1,0,0,0
465,Lead Pega Developer,Data Models_ SID Pega Robotics and OpenSpan experience.Good working knowledge of requirements gathering phases and ability to build relationships with analysts…,Salford Quays,TalkTalk,"£50,000 a year",Rest of UK,50000.0,1,1,0,1,0
466,Financial Reporting Analyst,Data mapping - develop a commercial understanding of all revenue streams and undertake a thorough review of the data output of current processes and identify…,Salford,Four Financial,"£35,000 - £45,000 a year",Rest of UK,40000.0,1,1,0,0,0
467,Commercial Finance Analyst,Liaising with each depot operational team to ensure timely and accurate collation of monthly data.We are currently recruiting for a Finance Analyst to join a…,Salford,Four Financial,"£22,000 - £25,000 a year",Rest of UK,23500.0,0,1,0,0,0
468,Finance Analyst - 6 Month FTC,"Finance Analyst | 6 Month FTC | Salford Quays | Online Retail | £37-£43k.Following recent successes with our large online retail client, Marks Sattin have been…",Salford,Marks Sattin Specialist Recruitment,"£37,000 - £43,000 a year",Rest of UK,40000.0,1,1,0,0,0
469,Business Support Analyst,You will also be required to create and maintain local reporting using data from various sources.We are currently recruiting for an experienced Business…,Melksham,CMD Recruitment Limited,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
470,Director of Data & Analytics,"Bachelor’s or Master’s Degree Computer Science, Statistics, Data Science, or a related field.Collaborate with all functions of the company to ensure data needs…",Bath,Bodhi Resourcing,"£90,000 - £120,000 a year",Rest of UK,105000.0,1,1,0,0,0
471,Business Analyst,A good working knowledge of relational databases (SQL) as well as an understanding of data management.We are looking for a great Business Analyst to provide us…,Bath,Tickitto AI,"£22,000 - £25,000 a year",Rest of UK,23500.0,0,1,0,0,0
472,Defence Digital - Band C1 Business Analyst ID-10,"This includes cyber defence, digital apps and services, Artificial Intelligence (AI), data protection and much more.Things are changing rapidly in DD.",Corsham,UK Government - Ministry of Defence,"£38,623 a year",Rest of UK,38623.0,1,1,0,0,0
473,Director of Data & Analytics,"Bachelor's or Master's Degree Computer Science, Statistics, Data Science, or a related field.Collaborate with all functions of the company to ensure data needs…",Bath,Artis Recruitment,"£100,000 - £120,000 a year",Rest of UK,110000.0,1,1,0,0,0
474,Inventory and Supply Chain Analyst,"Own all operational master data input, governance and amendments.The business is currently in an exciting period of transition.",Bath,Michael Page UK,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
475,Business Intelligence Analyst,Business Intelligence Analyst / Data Analyst / BI / SQL / BI Tools / Microsoft / Bath / Permanent.Business Intelligence Analyst / Data Analyst / BI / SQL / BI…,Bath,Talent International,"£40,000 - £50,000 a year",Rest of UK,45000.0,1,1,0,0,0
476,Assistant Financial Planning Analyst,Analytical experience and the ability to turn financial data into useful information.Work with the Financial Planning Analyst to upload budgets into the…,Keynsham,Venn Group,"£24,000 a year",Rest of UK,24000.0,0,1,0,0,0
477,Data Project Manager,"You could currently be working in data – as a Data Analyst, Insight Analyst, Data Scientist, Insight Analyst, Data Architect or even Data Engineering looking to…",Bath,ADLIB,"£50,000 a year",Rest of UK,50000.0,1,1,0,1,0
478,1st/2nd Line Support Analyst (MAC/Windows),Experience of mobile data devices.1st/2nd Line Support Analyst required by market leading specialist media organisation based in Bath.,Bath,Artis Recruitment,"£22,000 - £25,000 a year",Rest of UK,23500.0,0,1,0,0,0
479,Operational Analyst / Operational Research Consultant,Responsibilities for the Operational Analyst / Consultant will include:Operational Analyst / Operational Research Consultant – Defence.,Corsham,Gregory-Martin International,"£30,000 - £60,000 a year",Rest of UK,45000.0,1,1,0,0,0
480,Finance Budgeting Analyst,Maintenance of the budget and reforecast files to include data integrity controls.The successful Budgeting and Forecasting Analyst will be responsible for the…,Emersons Green,Barrington Young,"£28,000 - £33,000 a year",Rest of UK,30500.0,0,1,0,0,0
481,Senior Business Analyst,Full understanding of the Data infrastructure within Hadoop Data marts to Solve problem statements.Job Role: Senior Business Analyst.,Northampton,experisuk,"£45,000 - £50,000 a year",Rest of UK,47500.0,1,1,0,1,0
482,Marketing Analyst,The successful Marketing Analyst will have:Experienced Marketing Analyst required for a unique role.They will be able to recognise actionable insights from…,Northamptonshire,Michael Page UK,"£40,000 - £45,000 a year",Rest of UK,42500.0,1,1,0,0,0
483,Data Analyst,Implementation Consultant / Installation Consultant / Technical Installer / MS-SQL / Excel / Data Extraction / Data Validation / Data Manipulation / MIS /…,Northampton,Franklin Bates,"£23,000 - £33,000 a year",Rest of UK,28000.0,0,1,0,0,0
484,"Client Data Analyst (SQL, Excel, Data)","Responsibilities for the Data Analyst (SQL, Excel, Data):Experience Required for the Data Analyst (SQL, Excel, Data).Provide IT support as necessary.",Northamptonshire,Ampersand Consulting,"£28,000 - £33,000 a year",Rest of UK,30500.0,0,1,0,0,0
485,Data Operations Analyst,2/3+ years’ experience with Data Analysis.Maintain and update documentation for upcoming Data driven projects.The successful candidate will ideally have:,Northampton,Human Capital Ventures,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
486,Data Analyst,"The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:As a Graduate Data Analyst, you will join the front line of this multi-national…",Northampton,Pareto Law,"£23,000 - £25,500 a year",Rest of UK,24250.0,0,1,0,0,0
487,Business Analyst,"Opus Energy are now looking for a Business Analyst to join our team in Northampton.You’ll have demonstrable experience as a Business Analyst, preferably…",Northampton,Opus Energy,"£32,000 - £40,000 a year",Rest of UK,36000.0,1,1,0,0,0
488,Finance Analyst,Presenting data to management teams.Manipulating large data sets and producing reports as required by senior management.,Wellingborough,Robert Half United Kingdom,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,0,0
489,Lead Data Analysts - SAS or SQL,In depth investigative analysis on the portfolio and segments through use of data available via various cluster warehouses and outsourced data.,Northampton,Aspire Data Recruitment,"£35,000 - £45,000 a year",Rest of UK,40000.0,1,1,0,1,0
490,Analyst - Global Beauty/skin categories,"Support the Directors with analytics for key meetings, such as monthly meetings with the markets and conduct in-depth and insightful analysis across a variety…",Northampton,keaga.com,"£35,000 a year",Rest of UK,35000.0,0,1,0,0,0
491,"Marketing Analyst - SAS, R or Python","You will have a background in marketing data analysis, CRM, campaign management or data and insight supporting process improvements.",Northampton,Aspire Data Recruitment,"£30,000 - £37,000 a year",Rest of UK,33500.0,0,1,0,0,0
492,Head of Analytics & Insight (Retail),"Building and leading the team of business analysts and data scientists.Cooperate with Global partners on data architecture, systems/tools structure, data…",Northampton,Michael Page UK,"£80,000 - £85,000 a year",Rest of UK,82500.0,1,1,0,0,0
493,Senior Analysts – Fraud Analytics,"Experience of working in a data intensive environment.Track record in performing data analysis and building predictive models, utilising a standard statistical…",Northampton,Aspire Data Recruitment,"£35,000 - £50,000 a year",Rest of UK,42500.0,1,1,0,1,0
494,Credit Risk Strategy Analysts,Lead Credit Risk Strategy Analysts.Analytical ability - Well developed analytic skills with a clear understanding and meaningful experience in performing data…,Northampton,Aspire Data Recruitment,"£35,000 - £48,000 a year",Rest of UK,41500.0,1,1,0,0,0
495,Lead Analysts – Risk Fraud Analytics,Lead Analysts – Risk Fraud Analytics.Experience of working in a data intensive environment.Track record in performing data analysis and building predictive…,Northampton,Aspire Data Recruitment,"£40,000 - £50,000 a year",Rest of UK,45000.0,1,1,0,1,0
496,Commercial Analytics & Insight Manager (Retail),"Building and leading the team of business analysts and data scientists.Cooperate with Global partners on data architecture, systems/tools structure, data…",Northampton,Michael Page UK,"£50,000 - £65,000 a year",Rest of UK,57500.0,1,1,0,1,0
497,SharePoint Business Analyst – Knowledge Management,"SharePoint Business Analyst / Developer – Knowledge Management – £40,000 - £45,000 + Benefits Package.Ability to write SQL queries, stored procedures and…",Northampton,Deerfoot,"£40,000 - £45,000 a year",Rest of UK,42500.0,1,1,0,0,0
498,Lead Credit Risk Analysts,Analytical ability - Well developed analytic skills with a clear understanding and meaningful experience in performing data analysis using SAS.,Northampton,Aspire Data Recruitment,"£48,000 a year",Rest of UK,48000.0,1,1,0,1,0
499,Product Performance Analyst (Insurance Underwriting),Product Performance Analyst (Insurance Underwriting)*.The ability to analyse data and identify trents.Please note that by applying for this role you give…,Swansea,Easton Haines Consultancy,"£28,000 a year",Rest of UK,28000.0,0,1,0,0,0
500,Support Analyst (1st & 2nd Line support),IT Support Analyst (1st & 2nd Line)*.The Support Analyst will be responsible for 1st & 2nd Line Technical Support of internal and external users - duties will…,Swansea,Easton Haines Consultancy,"£22,000 a year",Rest of UK,22000.0,0,1,0,0,0
501,Operations Centre Shift Analyst,"You will be an experienced Analyst, demonstrating a comprehensive ability to investigate and handle incidents.",Swansea,UK Government - Driver and Vehicle Licensing Agenc...,"£30,131 - £32,691 a year",Rest of UK,31411.0,0,1,0,0,0
502,Customer Experience Analytics Analyst (Newcastle),"Experience or exposure with statistical concepts and applications, data analysis, call center exposure, customer satisfaction data exposure and/or process…",Newcastle upon Tyne,David Kennedy Recruitment,"£40,000 a year",Newcastle upon Tyne,40000.0,1,1,0,0,0
503,Support Data Analyst,An exciting opportunity has arisen for a Support Data Analyst to work closely with the Lead Data Analyst within Overseas Healthcare Services.,Newcastle upon Tyne,NHS Business Services Authority,"£21,089 - £23,761 a year",Newcastle upon Tyne,22425.0,0,1,0,0,0
504,Junior Analyst,The Junior Analyst will work with the team and others to support the delivery of operational data capture tools.We’re the NHS Business Services Authority.,Newcastle upon Tyne,NHS Business Services Authority,"£24,214 - £30,112 a year",Newcastle upon Tyne,27163.0,0,1,1,0,0
505,Data Analyst,"A Data Analyst is required to join an award-winning organisation based in Newcastle.You will be working with a wide range of data; including maps, images, geo…",Newcastle upon Tyne,Oscar Technology,"£25,000 - £28,000 a year",Newcastle upon Tyne,26500.0,0,1,0,0,0
506,Marketing Data Analyst,"Our client is looking for that Marketing Data Analyst to join their innovative marketing team and improve their marketing campaigns through data analysis,…",Newcastle upon Tyne,Sharpe Recruitment,"£25,000 - £30,000 a year",Newcastle upon Tyne,27500.0,0,1,0,0,0
507,Data Analyst,The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:Graduate Data Analyst: What we’re looking for.Y1 OTE of £30-35k (uncapped).,Newcastle upon Tyne,Pareto Law,"£22,000 - £30,000 a year",Newcastle upon Tyne,26000.0,0,1,0,0,0
508,Data Analyst - Field Sales,"The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:As a Graduate Data Analyst, you will join the front line of this multi-national…",Newcastle upon Tyne,Pareto Law,"£42,000 - £63,000 a year",Newcastle upon Tyne,52500.0,1,1,0,0,0
509,Business Analyst,"As a Business Analyst, you will produce accurate and meaningful management information, performance data and analysis to support continuous service improvement.",Newcastle upon Tyne,Newcastle upon Tyne Council,"£32,029 a year",Newcastle upon Tyne,32029.0,0,1,0,0,0
510,Senior Geospatial Data Analyst,"Use an advanced knowledge on geospatial data capture, analysis and visualisation so as to provide technical support to colleagues, further develop the…",Newcastle upon Tyne,UK Government - Valuation Office Agency,"£37,146 - £42,168 a year",Newcastle upon Tyne,39657.0,1,1,0,1,0
511,Evidence Synthesis Analyst,"A first degree in health services research, public health, information science, health technology assessment, biomedical sciences, pharmacology or other related…",Newcastle upon Tyne,Newcastle University,"£25,941 - £33,797 a year",Newcastle upon Tyne,29869.0,0,1,0,0,0
512,Horizon Scanning Analyst,"A first degree in health services research, public health, information science, health technology assessment, biomedical sciences, pharmacology or other related…",Newcastle upon Tyne,Newcastle University,"£25,941 - £33,797 a year",Newcastle upon Tyne,29869.0,0,1,0,0,0
513,PMO Analyst,"Salary: *We have roles available across a range of Accenture career levels including Analyst, Senior Analyst Specialist and Associate Manager/Manager Levels.",Newcastle upon Tyne,Accenture,"£26,000 - £70,000 a year",Newcastle upon Tyne,48000.0,1,1,0,0,0
514,Data Analyst,"Within the Data Analyst role other responsibilities include, but are not limited to:They have a new and exciting role for a Data Analyst, joining their fast…",Newcastle upon Tyne,Central Employment Agency,"£45,000 a year",Newcastle upon Tyne,45000.0,1,1,0,0,0
515,Senior Workforce Information Analyst,The successful candidate will be part of a team providing a high quality customer service in the provision and analysis of workforce data from the Electronic…,Newcastle upon Tyne,The Newcastle upon Tyne Hospitals NHS Foundation T...,"£30,401 - £37,267 a year",Newcastle upon Tyne,33834.0,0,1,0,1,0
516,Pricing Analyst,Reporting to: Senior Pricing Analyst.Ensure all data collected is accurate and sent to suppliers/clients correctly.Active involvement in ongoing development.,Gateshead,Green Energy Consulting,"£20,000 a year",Rest of UK,20000.0,0,1,0,0,0
517,Senior Data Analyst,"This role may be suitable for you if you have a background in any of the following: Data Lead, Data Analyst, SAP Specialist, SAP Analyst.",Newcastle upon Tyne,Coburg Banks,"£35,000 a year",Newcastle upon Tyne,35000.0,0,1,0,1,0
518,Data Manager,"To work with analyst teams, and external researchers, to review data and to proactively check required data.Ability to accurately transfer data from one medium…",Newcastle upon Tyne,Newcastle University,"£25,941 - £27,511 a year",Newcastle upon Tyne,26726.0,0,1,0,1,0
519,"SAP Data Analyst. Location: NE, UK","5+ Year’s experience as an SAP Data Analyst.Experience as an SAP Master Data Analyst would be advantageous.Salary: £35,000 – open to negotiation depending on…",North East,กลุ่มบริษัท DTGO,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
