,Title,Summary,Location,Company,Salary
22,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
23,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
24,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
25,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
26,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
27,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
28,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
29,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
30,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
31,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
32,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
33,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
34,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
35,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
36,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
37,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
38,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
39,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
40,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
41,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
42,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
43,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
44,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
45,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
46,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
47,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
48,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
49,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
50,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
51,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
52,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
53,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
54,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
55,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
56,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
57,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
58,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
59,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
60,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
61,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
62,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
63,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
64,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
65,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
66,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
67,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
68,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
69,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
70,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
71,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
72,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
73,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
74,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
75,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
76,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
77,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
78,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
79,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
80,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
81,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
82,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
83,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
84,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
85,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
86,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
87,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
88,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
89,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
90,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
91,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
92,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
93,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
94,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
95,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
96,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
97,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
98,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
99,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
100,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
101,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
102,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
103,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
104,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
105,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
106,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
107,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
108,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
109,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
110,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
111,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
112,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
113,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
114,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
115,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
116,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
117,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
118,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
119,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
120,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
121,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
122,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
123,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
124,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
125,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
126,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
127,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
128,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
129,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
130,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
131,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
132,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
133,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
134,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
135,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
136,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
137,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
138,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
139,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
140,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
141,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
142,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
143,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
144,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
145,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
146,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
147,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
148,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
149,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
150,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
151,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
152,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
153,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
154,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
155,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
156,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
157,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
158,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
159,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
160,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
161,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
162,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
163,Mid-level Market Analyst,"Conduct competitive research and analyze benchmarking data.To be successful in this role, you should have experience with campaign measurement tools and be…","Randburg, Gauteng",,
164,IT Graduate/Data Engineer/Analyst (SQL/QlikView),Present information using data visualization techniques (such as QlikView).This is an exciting opportunity for a highly analytical person with a knack for…,"Johannesburg, Gauteng",Fourier Recruitment,R180 000 - R240 000 a year
165,Data Analyst C,"To provide expertise and support through translating business needs into long-term architecture solutions by analysing data, conducting root cause analysis, and…","Johannesburg, Gauteng",FirstRand,
166,Shopper Execution Analyst,"The ability to analyse, model and interpret data.Compiling of multiple set of excel data into a consolidated report.Lead and Manage POS requirements.","Johannesburg, Gauteng",PepsiCo,
167,Service Desk Analyst,"Provide data and statistics for reporting purposes from the service desk on request.To ensure that the identification, logging, resolution of desktop and…","Johannesburg, Gauteng",Altron,
168,Data Engineer,Build infrastructure to automate extremely high volumes of data delivery and creatively solve data volume and scaling challenges.,"Johannesburg, Gauteng",FirstRand,
169,Data Analyst,"Assist with testing of new data feeds and functions.Experience working with text, XML and other data formats.This could be the role for you!","Johannesburg, Gauteng",IRESS Limited,
170,Junior Data Analyst,Design & Management of Reports and data for the distribution area.Ability to analyse data for reporting purpose and analyse trends.,"Johannesburg, Gauteng",Moving Heads Personnel CC,
171,Junior SQL Data Analyst,"Design and execute exception reports to establish data and system integrity.Draft, extract and analyse data into information report as per business…","Johannesburg, Gauteng",African Bank,
172,Junior Data Analyst,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…","Parktown, Gauteng",Rand Mutual Holding (Pty) Ltd,
