,Title,Location,Company,Salary
71,Data Scientist,Dublin,AXA Ireland,
72,Xilinx University Program Intern,"Saggart, County Dublin",Xilinx,
73,QC Chemist,Dublin,Allergan,
74,Senior Data Scientist - Core Data Science,Dublin,TFG Co,
75,Event Producer,Dublin,Web Summit,
76,GIS Analyst - Geocomputational Analyst - Data,Dublin,IT Search,
77,"Product Manager, BI & Data Analytics",,Verizon,
78,Verizon Connect Grad Program,,Verizon,
79,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
80,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
81,Lead Data Scientist,,Bank of Ireland,
82,Verizon Connect Grad Program,,Verizon,
83,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
84,Lead Data Scientist,,Bank of Ireland,
85,"Senior Data Scientist – Visualization, Novartis, Dublin",Dublin,Novartis,
86,Production Coordinator,Dublin,Web Summit,
87,Junior Market Data Engineer,Dublin,Susquehanna International Group,
88,Python Developer / Machine Learning Engineer,"Dundalk, County Louth",Konnekt-able Technologies,"€25,000 - €30,000 a year"
89,QC Chemist-Finished Product,Dublin,Allergan,
90,Data Engineer,Dublin,Facebook,
91,"Data Specialist, Digital Rights",Dublin,Facebook,
92,"GO Market Specialist, Market Operations, Indonesian",Dublin,Facebook,
93,Senior Data Engineer,Dublin,Web Summit,
94,Lead Data Scientist,Dublin,Bank of Ireland,
95,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
96,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
97,"Product Manager, BI & Data Analytics",,Verizon,
98,Verizon Connect Grad Program,,Verizon,
99,On-line Data Services Co-ordinator,,"EUMETSAT, based in Darmstadt, Germany","€132,600 a year"
100,Lead Data Scientist,,Bank of Ireland,
101,Data Scientist,Dublin,The Stars Group,
102,Research Analyst,Dublin,HokuApps Pte Ltd,
103,"Consultant, Digital Science | Forensic Litigation Consulting",Dublin,"FTI Consulting, Inc.",
104,"GO Market Specialist, Market Operations (Portuguese)",Dublin,Facebook,
105,Project Executive Assistant,Kildare,Mercury Engineering,
106,"Head Data Scientist - NLP Lead, Innovation AI Lab",Dublin,Novartis,
107,"Head Data Scientist – Visualisation Lead, Innovation AI Lab",Dublin,Novartis,
108,"Head Data Scientist - Causal Predictive Lead, Innovation AI...",Dublin,Novartis,
109,"Senior Data Scientist - Causal Predictive, AI Innovation Lab",Dublin,Novartis,
110,Graduate Software Engineer,Dublin,IBM,
111,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
112,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
113,"Product Manager, BI & Data Analytics",,Verizon,
114,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
115,Lead Data Scientist,,Bank of Ireland,
116,Data Scientist - Data Modelling - Customer Analytics,Dublin,IT Search,
117,Quantity Surveyor,"Maynooth, County Kildare",Exyte,
118,Warehouse General Operator,Kildare,Mercury Engineering,
119,"Ecommerce Data Analyst, Trust and Safety",Dublin,Google,
120,Software Engineer Intern,"Saggart, County Dublin",Xilinx,
121,Product Consultant (JR1011176),"Dún Laoghaire, County Dublin",Broadridge,
122,Quality Manager,"Maynooth, County Kildare",Exyte,
123,"Data Analytics Analyst, Community Operations",Dublin,Facebook,
124,MS&T Scientist,"Dunboyne, County Meath",Takeda Pharmaceuticals,
125,Global Technical Support Intern,Dublin,PayPal,
126,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
127,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
128,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
129,"Product Manager, BI & Data Analytics",,Verizon,
130,Verizon Connect Grad Program,,Verizon,
131,Lead Data Scientist,,Bank of Ireland,
132,On-line Data Services Co-ordinator,,"EUMETSAT, based in Darmstadt, Germany","€132,600 a year"
133,Site Reliability Intern,,Indeed,
134,Senior Data Scientist,Dublin,PayPal,
135,Operations Analyst,Dublin,Web Summit,
136,"Architect, Data Center Design",Dublin,Facebook,
137,Python Developer (Machine Learning/Big Data),"North Dublin, County Dublin",Reperio Human Capital,"€40,000 - €60,000 a year"
138,Senior Risk and Strategy Analyst,Dublin,PayPal,
139,Predictive Analytics Associate,Dublin,RELX Group,
140,QA/QC Manager,"Maynooth, County Kildare",Exyte,
141,"Senior Data Scientist - Generative Chemist, Innovation AI La...",Dublin,Novartis,
142,"Senior Data Scientist - Generative Chemist, AI Innovation La...",Dublin,Novartis,
143,Database Developer,"Maynooth, County Kildare",AQMETRICS,
144,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
145,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
146,"Product Manager, BI & Data Analytics",,Verizon,
147,Verizon Connect Grad Program,,Verizon,
148,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
149,On-line Data Services Co-ordinator,,"EUMETSAT, based in Darmstadt, Germany","€132,600 a year"
150,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
151,Site Reliability Intern,,Indeed,
152,"Senior Data Scientist - Generative Chemist, AI Innovation La...",Dublin,Novartis,
153,Database Developer,"Maynooth, County Kildare",AQMETRICS,
154,Research Engineer in Visual Data Analytics,Dublin,"ADAPT Centre, Trinity College Dublin","€28,008 - €32,698 a year"
155,Verizon Connect Grad Program,Dublin,Verizon,
156,Associate Manager - Data Scientist,Dublin,PayPal,
157,Head of Data Science,Dublin,Prosperity,"€130,000 - €140,000 a year"
158,Data Scientist,Dublin,Bank of Ireland,
159,Alliance & Engagement Lead,Dublin,Novartis,
160,Sr Associate Master Data Management,"Dún Laoghaire, County Dublin",Independant solutions,
161,Senior Scientist - Clinical Evaluation,"Bray, County Wicklow",Oriflame,
162,Lead Data Scientist,,Bank of Ireland,
163,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
164,"Product Manager, BI & Data Analytics",,Verizon,
165,Verizon Connect Grad Program,,Verizon,
166,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
167,Lead Data Scientist,,Bank of Ireland,
168,On-line Data Services Co-ordinator,,"EUMETSAT, based in Darmstadt, Germany","€132,600 a year"
169,Data Historian/OSI Pi Engineer 1087,"South Dublin, County Dublin",SimoTech,
170,OSM Inspection Coordinator,Kildare,Mercury Engineering,
171,Manufacturing Support Technician,Dublin,Allergan,
172,Inside Specialist Azure (Apps & Infra),Dublin,Microsoft,
173,Quality Manager EMEA,"Maynooth, County Kildare",Exyte,
174,HR Generalist,Kildare,Mercury Engineering,
175,"IT Audit & Compliance PM, Data Center",Dublin,Facebook,
176,Data-Scientist (Visualisation),Dublin,Nuritas,
177,Senior Data Scientist,Dublin,UnitedHealth Group,
178,Data Scientist,Dublin,Ryanair,
179,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
180,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
181,Verizon Connect Grad Program,,Verizon,
182,"Product Manager, BI & Data Analytics",,Verizon,
183,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
184,Lead Data Scientist,,Bank of Ireland,
185,On-line Data Services Co-ordinator,,"EUMETSAT, based in Darmstadt, Germany","€132,600 a year"
186,Software Development Engineer I (Big Data API Development),Dublin,MasterCard,
187,QA/QC Lead,"Leixlip, County Kildare",Exyte,
188,Java/Data Engineer,"Maynooth, County Kildare",AQMETRICS,
189,Lab Technician (Micro),"Ballyragget, County Kilkenny",Glanbia,
190,Production Operative,Dublin,LetsGetChecked,
191,Data Analyst,Carlow,PSC Biotech,
192,Data Science PhD Machine Learning Knowledge Graph,Dublin,Morgan McKinley,"€90,000 - €120,000 a year"
193,"Head Data Scientist - Image Analytics Lead, Innovation AI La...",Dublin,Novartis,
194,"Senior Data Scientist – Image Analytics, Innovation AI Lab",Dublin,Novartis,
195,Scientific Writer,Dublin,Novartis,
196,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
197,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
198,Verizon Connect Grad Program,,Verizon,
199,"Product Manager, BI & Data Analytics",,Verizon,
200,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
201,Verizon Connect Grad Program,,Verizon,
202,Master Data Management,Kildare,Life Science Recruitment,
203,Graduate QA/QC Engineer,"Dundalk, County Louth",Mercury Engineering,
204,Associate Marketing Science Analyst,Dublin,Analytic Partners,
205,Manufacturing Science & Technology Packaging Manager,Dublin,Bristol-Myers Squibb,
206,Backend Software Engineer,"Dundalk, County Louth",Radio Systems Corporation,
207,Senior Android Developer,Dublin,Web Summit,
208,Microbiology Laboratory Technician,Dublin,LEOPharma,
209,Data Warehouse Developer,Dublin,Eolas Recruitment,"€50,000 - €60,000 a year"
210,Quality Officer,Dublin,Sanofi,
211,Senior Event Producer,Dublin,Web Summit,
212,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
213,Lead Data Scientist,,Bank of Ireland,
214,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
215,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
216,"Product Manager, BI & Data Analytics",,Verizon,
217,Verizon Connect Grad Program,,Verizon,
218,Senior Analyst - Data Science,Dublin,Firstaff Personnel Consultants Ltd,"€70,000 a year"
219,Audit & Compliance Program Mgr- Data Center,Dublin,Facebook,
220,Environmental Consultant,Dublin,Nicholas O'Dwyer,
221,Software Engineering Intern - Summer 2020 (EMEA),Dublin,MongoDB,
222,Digital Technical Specialist - Dynamics (Ireland & Swedish m...,Dublin,Microsoft,
223,Data Analyst,"South Dublin, County Dublin",TalentHub,
224,Insurance Claims Analyst,"South Dublin, County Dublin",Cartrawler,
225,Regulatory Specialist,Dublin,It Works! Marketing International,
226,Project Engineers,Carlow,MSD,
227,Systems & Networking Engineer,"Sandyford, County Dublin",Buy4Now,
228,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
229,Lead Data Scientist,,Bank of Ireland,
230,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
231,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
232,"Product Manager, BI & Data Analytics",,Verizon,
233,Lead Data Scientist,,Bank of Ireland,
234,Franchise Administrator - Cardio,Dublin,Novartis,
235,Life Sciences Global Commercial Support Analyst,"Naas, County Kildare",SGS,
236,Data Center Technician - Edge Team,Dublin,Amazon Data Srvcs Ireland Ltd,
237,Regional Account Manager IDS Ireland,"Dún Laoghaire, County Dublin",EMEA - BD,
238,Software Development Engineer Internship - 2020 (Dublin) - 5...,Dublin,Amazon Data Srvcs Ireland Ltd,
239,Mechanical Engineer,Kildare,Mercury Engineering,
240,HSE Region Head EMEA,Dublin,Novartis,
241,Senior Data Science Analyst,Dublin,Fidelity Investments,
242,Backend Software Engineer,"Dundalk, County Louth",Radio Systems Petsafe Europe Ltd,
243,The Dock - AI Senior Data Analyst,Dublin,Accenture,
244,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
245,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
246,Verizon Connect Grad Program,,Verizon,
247,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
248,"Product Manager, BI & Data Analytics",,Verizon,
249,Lead Data Scientist,,Bank of Ireland,
250,Senior Copywriter,Dublin,Novartis,
251,OpEx Business Partner,"Dunboyne, County Meath",Takeda Pharmaceuticals,
252,COE Online Research Specialist - Polish,Dublin,Accenture,
253,COE Online Research Specialist - Nigerian,Dublin,Accenture,
254,COE Online Research Specialist - Somalian,Dublin,Accenture,
255,COE Online Research Specialist - Swahili,Dublin,Accenture,
256,QC Bioassay Analyst,Dublin,MSD,
257,Data Manager,Dublin,Critical Path Institute - Ireland,
258,Labour Coordinator - Co. Kildare,Kildare,Mercury Engineering,
259,MaaS360 SWAT/ Support agent,Dublin,IBM,
260,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
261,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
262,Verizon Connect Grad Program,,Verizon,
263,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
264,"Product Manager, BI & Data Analytics",,Verizon,
265,Lead Data Scientist,,Bank of Ireland,
266,Data Warehouse Developer / Data Engineer,Dublin,Dunnes,
267,Sr Associate Master Data Management,Dublin,Team Horizon,
268,Customer Support Administrator,"Blanchardstown, County Dublin",Perigord Data Solutions Limited,
269,Project Manager,"Maynooth, County Kildare",Exyte,
270,Data Life Cycle Product Manager,Dublin,Novartis,
271,Senior Data Engineer,Dublin,Intercom,
272,Digital Sales Specialist - Azure apps & Infra - Czech & Slov...,Dublin,Microsoft,
273,Medical Scientist Microbiology,Dublin,Cappagh National Orthopaedic Hospital,
274,Welding Inspector - Co. Kildare,Kildare,Mercury Engineering,
275,Business Analyst,Dublin,Codec-dss,
276,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
277,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
278,Verizon Connect Grad Program,,Verizon,
279,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
280,"Product Manager, BI & Data Analytics",,Verizon,
281,Verizon Connect Grad Program,,Verizon,
282,Welding Inspector - Co. Kildare,Kildare,Mercury Engineering,
283,Business Analyst,Dublin,Codec-dss,
284,Performance Analyst,Dublin,Mediolanum Asset Management Limited,
285,SAP Basis Analyst,"Naas, County Kildare",Kerry,
286,Automation Engineer,"Dunboyne, County Meath",Takeda Pharmaceuticals,
287,Software Development Engineer,Dublin,IBM,
288,Digital Sales Specialist - Azure Data&AI - UK,Dublin,Microsoft,
289,QC Analyst - Micro FTE,Dublin,"Alexion Pharmaceuticals,Inc.",
290,Project Scheduler/Planner,"Maynooth, County Kildare",Exyte Northern Europe,
291,"Senior Specialist, Data Scientist - Digital",Dublin,BNY Mellon,
292,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
293,On-line Data Services Co-ordinator,,"EUMETSAT, based in Darmstadt, Germany","€132,600 a year"
294,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
295,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
296,"Product Manager, BI & Data Analytics",,Verizon,
297,Verizon Connect Grad Program,,Verizon,
298,Junior M&E Quantity Surveyor,Kildare,Mercury Engineering,
299,Data Engineer,Dublin,Bank of Ireland,
300,"Software Engineer, Site Reliability Engineering (Part-Time E...",Dublin,Google,
301,API Architect - Big Data API Development,Dublin,MasterCard,
302,Work Pack Developer (Mechanical),Kildare,Mercury Engineering,
303,MIG Welder/ Fabricator,"Dunleer, County Louth",Suretank,
304,GIS Analyst,Dublin,RPS Group,
305,Full Time Opportunities for Students or Recent Graduates: Si...,Dublin,Microsoft,
306,Project Planner Dublin/Europe (SJ),Kildare,Oradeo Recruitment Limited,
307,Environmental Consultant - Land Contamination,Dublin,Jacobs,
308,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
309,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
310,Lead Data Scientist,,Bank of Ireland,
311,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
312,"Product Manager, BI & Data Analytics",,Verizon,
313,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
314,Business Analyst - EU Workforce Staffing,Dublin,Amazon Ireland Sup Svcs Ltd,
315,GIS Analyst,Dublin,RPS Group,
316,Full Time Opportunities for Students or Recent Graduates: Si...,Dublin,Microsoft,
317,Snr Regulatory Specialist,"Tullamore, County Offaly",Salessense,
318,Project Planner Dublin/Europe (SJ),Kildare,Oradeo Recruitment Limited,
319,Environmental Consultant - Land Contamination,Dublin,Jacobs,
320,E-Commerce Manager,Dublin,The Skin Nerd,"€50,000 a year"
321,Data Scientist (AI/Machine Learning product),Dublin,Recruiters,"€50,000 - €80,000 a year"
322,Structured Cabling Technician,Dublin,Mercury Engineering,
323,Junior Financial Analyst,Dublin,Amgen,
324,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
325,"Product Manager, BI & Data Analytics",,Verizon,
326,Verizon Connect Grad Program,,Verizon,
327,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
328,On-line Data Services Co-ordinator,,"EUMETSAT, based in Darmstadt, Germany","€132,600 a year"
329,Data Scientist Natural Language Processing Tech Domain,Dublin,Morgan McKinley,"€70,000 - €90,000 a year"
330,Platform Policy & Integrity Enforcement Investigator,Dublin,Facebook,
331,UX Researcher,Dublin,Eaton,
332,Research Systems Administrator,Dublin,"ADAPT Centre, Trinity College Dublin","€22,609 - €30,509 a year"
333,Studio Innovation Analyst,Dublin,Accenture,
334,PostDoc Researcher - Graph Representation Learning and Expla...,Dublin,Accenture,
335,"Analyst, Investment Operations",Dublin,Mitsubishi UFJ Fund Services,
336,Business Analyst,Dublin,Blueface,
337,RD&A Senior Scientist Brewing Enzymes,"Naas, County Kildare",Kerry,
338,Sr Document Control Associate,Dublin,Amgen,
339,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
340,"Product Manager, BI & Data Analytics",,Verizon,
341,Verizon Connect Grad Program,,Verizon,
342,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
343,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
344,Facilities EHS Industrial Hygiene Engineer,"Leixlip, County Kildare",Intel,
345,QC Specialist Sample Management,"Dún Laoghaire, County Dublin",Amgen,
346,Business Analyst - EU Workforce Staffing,Dublin,Amazon Ireland Sup Svcs Ltd,
347,Python Performance Engineer,Dublin,Technet,
348,"Systems Engineer, Site Reliability Engineering (Part-Time Em...",Dublin,Google,
349,Quantitative Analyst Programme 2020 - PhD,Dublin,Susquehanna International Group,
350,Senior Administrator,Kildare,Mercury Engineering,
351,Cloud Architect,Dublin,Grant Thornton,
352,Operations Engineer,Dublin,AWS EMEA SARL (Irish Branch),
353,Project Administrator,"Leixlip, County Kildare",Linesight,
354,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
355,"Product Manager, BI & Data Analytics",,Verizon,
356,Verizon Connect Grad Program,,Verizon,
357,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
358,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
359,Test Lead,"Naas, County Kildare",Cathx Ocean,
360,"RPA Developer - Dublin, Ireland",Dublin,Jet.com,
361,Web Developer,Dublin,Intercontinental Exchange,
362,"Business Development Representative, UK, Ireland & Nordics (...","Lucan, County Dublin",PepTalk,"€20,000 - €30,000 a year"
363,Cash & FX Forecasting Specialist,Dublin,Ikea,
364,"Back End Engineer, F#",Dublin,Jet.com,
365,Software Engineer - Profiles & Personalization,Dublin,Zalando,
366,Systems Program Manager-Data Center,Dublin,Facebook,
367,Terrestrial Ecologist,Dublin,RPS Group,
368,"Process Engineer, MES",Dublin,Takeda Pharmaceuticals,
369,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
370,"Product Manager, BI & Data Analytics",,Verizon,
371,Verizon Connect Grad Program,,Verizon,
372,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
373,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
374,Finance Assistant,Dublin,Food+ by Compass Group,"€32,500 a year"
375,"Cloud Technical Solutions Engineer, Big Data",Dublin,Google,
376,Digital Cloud Solutions Architect Data & AI Polish,Dublin,Microsoft,
377,Site Reliability Engineer,Dublin,Microsoft,
378,Platform Policy and Integrity Enforcement Specialist,Dublin,Facebook,
379,Production Engineer,Dublin,Facebook,
380,Safety Services Project Lead,Dublin,Parexel,
381,Software Engineer (Java),Dublin,Equifax,
382,Software Developers,"Newbridge, County Kildare",Equisoft DAC,
383,"Solution Lead, AI Innovation Lab",Dublin,Novartis,
384,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
385,"Product Manager, BI & Data Analytics",,Verizon,
386,Verizon Connect Grad Program,,Verizon,
387,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
388,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
389,General Lawyer,Dublin,IBM,
390,Taxonomist,Dublin,Amazon Data Srvcs Ireland Ltd,
391,"XM Scientist, Employee Experience",Dublin,Qualtrics,
392,Supply Chain Planner,"Dún Laoghaire, County Dublin",Amgen,
393,Signature success/ Mission Critical Engineer,Dublin,Salesforce,
394,IR Software Engineer 2,Dublin,Lam Research,
395,Programmer Writer,Dublin,Amazon Data Srvcs Ireland Ltd,
396,Third Party Quality Specialist,Dublin,Allergan,
397,Cognitive Engineer / Software Developer,Dublin,IBM,
398,Junior Quantity Surveyor,"Clonee, County Meath",Mercury Engineering,
399,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
400,"Product Manager, BI & Data Analytics",,Verizon,
401,Verizon Connect Grad Program,,Verizon,
402,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
403,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
404,COE Online Research Specialist - Kurdish and Turkish (dual l...,Dublin,Accenture,
405,Senior Mechanical Engineers,Kildare,Mercury Engineering,
406,Software Developers,Dublin,IBM,
407,SEO Specialist,Dublin,Wolfgang Digital,
408,Software Development Engineer (JR1009021),"Dún Laoghaire, County Dublin",Broadridge,
409,Senior Physicist 48323-19,"South Dublin, County Dublin",St. James's Hospital,
410,Software Engineer,Dublin,IBM,
411,"Back End Engineer, F#",Dublin,The Walmart eCommerce Family of Brands,
412,Biomanufacturing Engineer,Dublin,Merck KGaA,
413,Principal Data Scientist,Dublin,Brightwater,"€120,000 - €130,000 a year"
414,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
415,"Product Manager, BI & Data Analytics",,Verizon,
416,Verizon Connect Grad Program,,Verizon,
417,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
418,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
419,Software Development Engineer Graduate - 2020 (Dublin),Dublin,Amazon Data Srvcs Ireland Ltd,
420,Laboratory Technician,"Dunboyne, County Meath",ISS Facility Services,
421,Squad Lead,Dublin,Verizon,
422,Network Production Engineer,Dublin,Facebook,
423,QA Analyst/Coordinator,Dublin,Expleo,
424,Technical Architect,Dublin,DocuSign,
425,Locum Consultant in Radiology,"South Dublin, County Dublin",St. James's Hospital,
426,Client Services Lead- Medical Communications/Scientific Even...,Dublin,Novartis,
427,Nutritionist,"Ashbourne, County Meath",Nutreco,
428,Software Engineer - Engineering Services,Dublin,Qualtrics,
429,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
430,"Product Manager, BI & Data Analytics",,Verizon,
431,Verizon Connect Grad Program,,Verizon,
432,Senior Strategist - Client Success,,Indeed,"€60,000 - €85,000 a year"
433,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
434,Finance Assistant,,Food+ by Compass Group,"€32,500 a year"
435,"Consultant, Digital Science | Forensic Litigation Consulting",,"FTI Consulting, Inc.",
436,European Digital Developer,Dublin,Thermo Fisher Scientific,
437,Quantitative Analyst Programme 2020 - PhD,Dublin,"Susquehanna International Group, LLP",
