,Title,Location,Company,Salary
72,Data Analyst,"Montréal, QC",Behaviour Interactive,
73,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
74,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
75,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
76,Business Analyst II,"Montréal, QC",TELUS Communications,
77,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
78,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
79,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
80,Data Analyst,"Montréal, QC","Via Science, Inc.",
81,Market Research Analyst,"Montréal, QC",DRW Trading Group,
82,Data Analyst,"Montréal, QC",Behaviour Interactive,
83,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
84,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
85,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
86,Business Analyst II,"Montréal, QC",TELUS Communications,
87,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
88,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
89,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
90,Data Analyst,"Montréal, QC","Via Science, Inc.",
91,Market Research Analyst,"Montréal, QC",DRW Trading Group,
92,Data Analyst,"Montréal, QC",Behaviour Interactive,
93,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
94,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
95,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
96,Business Analyst II,"Montréal, QC",TELUS Communications,
97,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
98,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
99,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
100,Data Analyst,"Montréal, QC","Via Science, Inc.",
101,Market Research Analyst,"Montréal, QC",DRW Trading Group,
102,Data Analyst,"Montréal, QC",Behaviour Interactive,
103,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
104,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
105,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
106,Business Analyst II,"Montréal, QC",TELUS Communications,
107,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
108,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
109,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
110,Data Analyst,"Montréal, QC","Via Science, Inc.",
111,Market Research Analyst,"Montréal, QC",DRW Trading Group,
112,Data Analyst,"Montréal, QC",Behaviour Interactive,
113,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
114,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
115,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
116,Business Analyst II,"Montréal, QC",TELUS Communications,
117,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
118,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
119,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
120,Data Analyst,"Montréal, QC","Via Science, Inc.",
121,Market Research Analyst,"Montréal, QC",DRW Trading Group,
122,Data Analyst,"Montréal, QC",Behaviour Interactive,
123,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
124,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
125,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
126,Business Analyst II,"Montréal, QC",TELUS Communications,
127,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
128,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
129,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
130,Data Analyst,"Montréal, QC","Via Science, Inc.",
131,Market Research Analyst,"Montréal, QC",DRW Trading Group,
132,Data Analyst,"Montréal, QC",Behaviour Interactive,
133,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
134,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
135,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
136,Business Analyst II,"Montréal, QC",TELUS Communications,
137,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
138,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
139,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
140,Data Analyst,"Montréal, QC","Via Science, Inc.",
141,Market Research Analyst,"Montréal, QC",DRW Trading Group,
142,Data Analyst,"Montréal, QC",Behaviour Interactive,
143,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
144,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
145,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
146,Business Analyst II,"Montréal, QC",TELUS Communications,
147,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
148,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
149,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
150,Data Analyst,"Montréal, QC","Via Science, Inc.",
151,Market Research Analyst,"Montréal, QC",DRW Trading Group,
152,Data Analyst,"Montréal, QC",Behaviour Interactive,
153,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
154,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
155,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
156,Business Analyst II,"Montréal, QC",TELUS Communications,
157,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
158,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
159,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
160,Data Analyst,"Montréal, QC","Via Science, Inc.",
161,Market Research Analyst,"Montréal, QC",DRW Trading Group,
162,Data Analyst,"Montréal, QC",Behaviour Interactive,
163,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
164,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
165,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
166,Business Analyst II,"Montréal, QC",TELUS Communications,
167,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
168,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
169,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
170,Data Analyst,"Montréal, QC","Via Science, Inc.",
171,Market Research Analyst,"Montréal, QC",DRW Trading Group,
172,Data Analyst,"Montréal, QC",Behaviour Interactive,
173,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
174,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
175,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
176,Business Analyst II,"Montréal, QC",TELUS Communications,
177,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
178,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
179,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
180,Data Analyst,"Montréal, QC","Via Science, Inc.",
181,Market Research Analyst,"Montréal, QC",DRW Trading Group,
182,Data Analyst,"Montréal, QC",Behaviour Interactive,
183,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
184,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
185,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
186,Business Analyst II,"Montréal, QC",TELUS Communications,
187,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
188,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
189,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
190,Data Analyst,"Montréal, QC","Via Science, Inc.",
191,Market Research Analyst,"Montréal, QC",DRW Trading Group,
192,Data Analyst,"Montréal, QC",Behaviour Interactive,
193,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
194,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
195,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
196,Business Analyst II,"Montréal, QC",TELUS Communications,
197,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
198,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
199,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
200,Data Analyst,"Montréal, QC","Via Science, Inc.",
201,Market Research Analyst,"Montréal, QC",DRW Trading Group,
202,Data Analyst,"Montréal, QC",Behaviour Interactive,
203,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
204,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
205,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
206,Business Analyst II,"Montréal, QC",TELUS Communications,
207,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
208,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
209,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
210,Data Analyst,"Montréal, QC","Via Science, Inc.",
211,Market Research Analyst,"Montréal, QC",DRW Trading Group,
212,Data Analyst,"Montréal, QC",Behaviour Interactive,
213,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
214,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
215,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
216,Business Analyst II,"Montréal, QC",TELUS Communications,
217,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
218,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
219,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
220,Data Analyst,"Montréal, QC","Via Science, Inc.",
221,Market Research Analyst,"Montréal, QC",DRW Trading Group,
222,Data Analyst,"Montréal, QC",Behaviour Interactive,
223,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
224,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
225,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
226,Business Analyst II,"Montréal, QC",TELUS Communications,
227,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
228,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
229,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
230,Data Analyst,"Montréal, QC","Via Science, Inc.",
231,Market Research Analyst,"Montréal, QC",DRW Trading Group,
232,Data Analyst,"Montréal, QC",Behaviour Interactive,
233,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
234,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
235,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
236,Business Analyst II,"Montréal, QC",TELUS Communications,
237,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
238,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
239,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
240,Data Analyst,"Montréal, QC","Via Science, Inc.",
241,Market Research Analyst,"Montréal, QC",DRW Trading Group,
242,Data Analyst,"Montréal, QC",Behaviour Interactive,
243,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
244,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
245,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
246,Business Analyst II,"Montréal, QC",TELUS Communications,
247,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
248,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
249,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
250,Data Analyst,"Montréal, QC","Via Science, Inc.",
251,Market Research Analyst,"Montréal, QC",DRW Trading Group,
252,Data Analyst,"Montréal, QC",Behaviour Interactive,
253,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
254,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
255,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
256,Business Analyst II,"Montréal, QC",TELUS Communications,
257,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
258,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
259,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
260,Data Analyst,"Montréal, QC","Via Science, Inc.",
261,Market Research Analyst,"Montréal, QC",DRW Trading Group,
262,Data Analyst,"Montréal, QC",Behaviour Interactive,
263,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
264,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
265,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
266,Business Analyst II,"Montréal, QC",TELUS Communications,
267,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
268,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
269,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
270,Data Analyst,"Montréal, QC","Via Science, Inc.",
271,Market Research Analyst,"Montréal, QC",DRW Trading Group,
272,Data Analyst,"Montréal, QC",Behaviour Interactive,
273,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
274,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
275,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
276,Business Analyst II,"Montréal, QC",TELUS Communications,
277,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
278,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
279,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
280,Data Analyst,"Montréal, QC","Via Science, Inc.",
281,Market Research Analyst,"Montréal, QC",DRW Trading Group,
282,Data Analyst,"Montréal, QC",Behaviour Interactive,
283,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
284,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
285,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
286,Business Analyst II,"Montréal, QC",TELUS Communications,
287,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
288,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
289,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
290,Data Analyst,"Montréal, QC","Via Science, Inc.",
291,Market Research Analyst,"Montréal, QC",DRW Trading Group,
292,Data Analyst,"Montréal, QC",Behaviour Interactive,
293,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
294,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
295,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
296,Business Analyst II,"Montréal, QC",TELUS Communications,
297,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
298,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
299,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
300,Data Analyst,"Montréal, QC","Via Science, Inc.",
301,Market Research Analyst,"Montréal, QC",DRW Trading Group,
302,Data Analyst,"Montréal, QC",Behaviour Interactive,
303,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
304,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
305,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
306,Business Analyst II,"Montréal, QC",TELUS Communications,
307,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
308,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
309,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
310,Data Analyst,"Montréal, QC","Via Science, Inc.",
311,Market Research Analyst,"Montréal, QC",DRW Trading Group,
312,Data Analyst,"Montréal, QC",Behaviour Interactive,
313,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
314,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
315,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
316,Business Analyst II,"Montréal, QC",TELUS Communications,
317,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
318,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
319,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
320,Data Analyst,"Montréal, QC","Via Science, Inc.",
321,Market Research Analyst,"Montréal, QC",DRW Trading Group,
322,Data Analyst,"Montréal, QC",Behaviour Interactive,
323,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
324,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
325,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
326,Business Analyst II,"Montréal, QC",TELUS Communications,
327,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
328,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
329,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
330,Data Analyst,"Montréal, QC","Via Science, Inc.",
331,Market Research Analyst,"Montréal, QC",DRW Trading Group,
332,Data Analyst,"Montréal, QC",Behaviour Interactive,
333,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
334,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
335,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
336,Business Analyst II,"Montréal, QC",TELUS Communications,
337,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
338,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
339,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
340,Data Analyst,"Montréal, QC","Via Science, Inc.",
341,Market Research Analyst,"Montréal, QC",DRW Trading Group,
342,Data Analyst,"Montréal, QC",Behaviour Interactive,
343,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
344,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
345,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
346,Business Analyst II,"Montréal, QC",TELUS Communications,
347,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
348,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
349,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
350,Data Analyst,"Montréal, QC","Via Science, Inc.",
351,Market Research Analyst,"Montréal, QC",DRW Trading Group,
352,Data Analyst,"Montréal, QC",Behaviour Interactive,
353,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
354,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
355,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
356,Business Analyst II,"Montréal, QC",TELUS Communications,
357,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
358,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
359,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
360,Data Analyst,"Montréal, QC","Via Science, Inc.",
361,Market Research Analyst,"Montréal, QC",DRW Trading Group,
362,Data Analyst,"Montréal, QC",Behaviour Interactive,
363,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
364,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
365,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
366,Business Analyst II,"Montréal, QC",TELUS Communications,
367,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
368,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
369,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
370,Data Analyst,"Montréal, QC","Via Science, Inc.",
371,Market Research Analyst,"Montréal, QC",DRW Trading Group,
372,Data Analyst,"Montréal, QC",Behaviour Interactive,
373,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
374,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
375,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
376,Business Analyst II,"Montréal, QC",TELUS Communications,
377,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
378,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
379,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
380,Data Analyst,"Montréal, QC","Via Science, Inc.",
381,Market Research Analyst,"Montréal, QC",DRW Trading Group,
382,Data Analyst,"Montréal, QC",Behaviour Interactive,
383,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
384,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
385,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
386,Business Analyst II,"Montréal, QC",TELUS Communications,
387,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
388,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
389,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
390,Data Analyst,"Montréal, QC","Via Science, Inc.",
391,Market Research Analyst,"Montréal, QC",DRW Trading Group,
392,Data Analyst,"Montréal, QC",Behaviour Interactive,
393,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
394,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
395,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
396,Business Analyst II,"Montréal, QC",TELUS Communications,
397,Senior Data Analyst - Growth,"Montréal, QC",Hopper,
398,Analyst Employee Relations,"Montréal, QC",Canada Post - Postes Canada,
399,Finance Analyst - Unit Cost,"Dorval, QC",Bombardier,
400,Data Analyst,"Montréal, QC","Via Science, Inc.",
401,Market Research Analyst,"Montréal, QC",DRW Trading Group,
402,Data Analyst,"Montréal, QC",Behaviour Interactive,
403,Data Loss Prevention Analyst 3138075,"Montréal, QC",Morgan Stanley,"$85,000 - $100,000 a year"
404,"Junior Analyst, Consumer Insights","Montréal, QC",Aldo Groupe,
405,Data Analyst – Personal Plan Squad,"Montréal, QC",Manulife,
406,Business Analyst II,"Montréal, QC",TELUS Communications,
