,Title,Location,Company,Salary
143,(Senior) System Analyst (IOT),Singapore,Sciente Consulting Pte. Ltd,
144,Security Architect,Singapore,Lazada,
145,Senior Solution Architect,Singapore,,
146,Software Engineer,Singapore,Teradyne,
147,#GIT | Ref: 113823 - Business System Analyst,Singapore,Singtel,
148,"Release Engineer, Mobile Platform",Singapore,Grab Taxi,
149,Ref: 116586 - IT Analyst (1-Year Direct Contract),Singapore,Singtel,
150,Principal / Lead Solution Architect,Singapore,SINGAPORE ZOOLOGICAL GARDENS,"$5,500 - $8,500 a month"
151,Database Engineer,Singapore,Salesforce,
152,AVP - Development Lead & Architect,Singapore,Deutsche Bank,
153,Big Data Solutions Architect,Singapore,Keyrus,
154,IT - NETWORK ENGINEER,Singapore,Micron,
155,Software Architect,Singapore,Keysight Technologies,
156,Salesforce Solution Architect,Singapore,PwC,
157,Salesforce Technical Architect,Singapore,PwC,
158,Consumer Networks - Security Architect (115497),Singapore,Singtel,
159,"Senior Solutions Architect, Public Sector - AI/ML",Singapore,Amazon Web Services Singapore,
160,"Solutions Architect - Financial Services, APAC",Singapore,Amazon Web Services Singapore,
161,"Partner Solutions Architect, GSI, ASEAN",Singapore,Amazon Web Services Singapore,
162,Applications Architect (Security) - ID 116577,Singapore,NCS,
163,BI Architect,Singapore,InfoCepts,
164,Hadoop – Technical Lead,Singapore,ARYAN SOLUTIONS PTE. LTD.,"$5,500 - $7,500 a month"
165,Media Research Coordinator,Singapore,Glassview Media,
166,Security Architect,Singapore,percept-solutions,"$12,000 - $18,000 a month"
167,Senior Engineer Naval Architect,Singapore,Fircroft,
168,Solution Architect,Singapore,Gravitas Recruitment Group,
169,IT Application Developer,Singapore,Cognizant,
170,Q4-ENCAS-USWT-Technology Architect-Azure IOT-Redmond WA,Singapore,Infosys Limited Singapore Branch,
171,"SVP / VP, Data Architect, Group Consumer Banking and Big Dat...",Singapore,DBS Bank,
172,Web Software Engineer,Singapore,Enggsol Pte Ltd,
173,Senior Business Analyst,Singapore,Snaphunt Pte Ltd,
174,Market Data Engineer,Singapore,Sciente Consulting Pte. Ltd,
175,Dell Boomi Presales Engineer – Singapore,Singapore,Dell,
176,Infrastructure Architect,Singapore,Dell,
177,"Director, Data Product Development",Singapore,Visa,
178,"Infrastructure Engineer, Identity and Access Management (IAM...",Singapore,Government Technology Agency,
179,Technology Architect,Singapore,Infosys Limited Singapore Branch,
180,BIM Coordinator,Singapore,Aedas,
181,Solutions Engineer,Singapore,PubMatic,
182,Senior Solution Architect,Singapore,PwC,
183,Technical Operations (TechOps) Lead,Singapore,MoneySmart Group,
184,Principal Database Solutions Architect,Singapore,Amazon Web Services Singapore,
185,Collaboration Technical Solution Architect,Singapore,Cisco Systems,
186,Senior Enterprise Architect,Singapore,Singtel,
187,Security Architect,Singapore,Fujitsu Asia Pte Ltd,
188,Software Architect (Platforms),Singapore,Enggsol Pte Ltd,
189,Principal Naval Architect,Singapore,Exponent,
190,Partner Technical Architect,Singapore,Microsoft,
191,Cloud Solution Architect,Singapore,Microsoft,
192,"Technical Solution Architect, Singapore",Singapore,f5,
193,"AVP / Senior Associate, Big Data Engineer, Group Consumer Ba...",Singapore,DBS Bank,
194,Managed Services Senior Solution Architect,Singapore,Hewlett Packard Enterprise,
195,Senior / Lead Data Scientist,Singapore,NCS,
196,Data Architect,Singapore,Michael Page,
197,"Cloud Infrastructure Architect, Global Financial Services",Singapore,Amazon Web Services Singapore,
198,Technology Architect - Salesforce - London,Singapore,Infosys Limited Singapore Branch,
199,#EDMS - Lead Wireless Architect (CCIE),Singapore,Singtel,
200,"Cybersecurity Architect, Senior",Singapore,Booz Allen Hamilton,
201,Lab Executive,Queenstown,National University of Singapore,
202,Network Operations Engineer,Kallang,Dimension Data,
203,AS400 - Tech Lead,Singapore,Cognizant,
204,Data Architect (Qlik / Tableau),Singapore,Michael Page,
205,Head of Data Products,Singapore,CITI,
206,Senior Architect,Singapore,Benoy,
207,Project Manager,Changi,TECH MAHINDRA LIMITED (SINGAPORE BRANCH),"$7,000 - $8,200 a month"
208,"Business Analyst, Knowledge Management (Sharepoint)",Singapore,Government Technology Agency,
209,BIM Coordinator,Singapore,Design Link Architects Pte. Ltd.,
210,Head - End User Computing,Singapore,International SOS Singapore,
211,Information Architect,Singapore,Wipro Limited,
212,"Solution Architect, OSS / BSS",Bugis,NetLinkTrust,
213,"Software Engineer, Front End",Singapore,Autodesk,
214,Senior Sales Engineer,Singapore,Singtel,
215,Analytics Architect,Singapore,Xchanging Malaysia Sdn Bhd,
216,Project Controller,Singapore,Thales Group,
217,Project Manager,Singapore,NCS,
218,#EDMS - Cloud Lead Enterprise Architect,Singapore,Singtel,
219,Pre-Sales Engineer,Singapore,Ingram Micro,
220,Solution Architect - Cortex,Singapore,Palo Alto Networks,
221,Application Architect,Singapore,DXC,
222,Cloud Cyber Security & Risk Architect,Singapore,ST Electronics (Info-Software Systems) Pte Ltd,
223,Senior Data Centre Consultant,Singapore,Arup,
224,BTO - System Architect,Singapore,Singtel,
225,Senior / Principal Engineer (Solution Architect),Singapore,Singapore Power,
226,"Consumer Networks - Engineer, Network Cloud Engineering (113...",Singapore,Singtel,
227,"Customer Engineer, Government, Google Cloud",Singapore,Google,
228,Lead Big Data Engineer,Singapore,NGDATA,
229,Senior IT Architect,Singapore,NCS,
230,"Conceptual Designer, Product Imagery",Singapore,Netflix,
231,Alibaba Cloud Solutions Architect Singapore,Singapore,Alibaba,
232,Splunk Engineer,Singapore,eTeam Hong Kong,
233,"Ref: 114281 - Senior Architect, SuccessFactors (1-Year Direc...",Singapore,Singtel,
234,SYSTEMS MEDIA ARCHITECT,Singapore,Micron,
235,Product Management - Data Products,Singapore,Shopee,
236,Lead Software Engineer (Big Data) - Data Product Development,Singapore,Visa,
237,"VP / AVP, Senior Engineer - Global API, Consumer Banking and...",Singapore,DBS Bank,
238,Site Reliability Engineer (SRE) iCloud,Singapore,Apple,
239,"Solution Architect, TDIM",Singapore,JLL,
240,IBM Internship: Cognitive Problem Detection Intern,Singapore,IBM,
241,Senior Software Engineer,Singapore,Autodesk,
242,"Engineer, Orchestration Engineering - 5G Enterprise (115529)",Singapore,Singtel,
243,APAC Business Development Head - Artificial Intelligence,Singapore,Amazon Web Services Singapore,
244,APAC Service Line Ops Analyst,Singapore,Amazon Web Services Singapore,
245,ENGINEERING DIRECTOR,Singapore,Rockwell Automation,
246,Client Services Representative,Singapore,Autodesk,
247,Senior Enterprise Architect,Singapore,Pegasystems,
248,Global Development Senior Technical Analyst,Singapore,MSD,
249,BI BW Solution Architect,Singapore,Washington Frank,"$10,000 - $11,000 a month"
250,"IT Manager, Advanced Technology – TS ASPAC",Singapore,Johnson & Johnson Family of Companies,
251,"Specialist Solution Architect, Database - APAC",Singapore,Amazon Web Services Singapore,
252,Cloud Migration & Implementation Delivery Engineer,Singapore,Jobline Resources Pte Ltd,
253,"Director, Sales Support & Enablement",Kallang,Dimension Data,
254,Senior IT Analyst I (SAP BW/BI),Singapore,ASM,
255,STA_PLSQL_Nottingham,Singapore,Infosys Limited Singapore Branch,
256,Digital Banking API Architect (Based in Singapore),Singapore,Pinpoint Asia Limited,
257,BI & Analytics Solutions Architect,Singapore,Enggsol Pte Ltd,
258,Technology Architect - Java Munich,Singapore,Infosys Limited Singapore Branch,
259,"Head of Customer Experience Business, ASEAN",Singapore,Amazon Web Services Singapore,
260,Solution Architect Azure Data Analytics,Singapore,Helius Technologies Pte Ltd,
261,"First VP/Senior VP, Domain Architect, Business Banking, GBT",Singapore,United Overseas Bank Limited,
262,Senior Technology Architect_Azure_UK,Singapore,Infosys Limited Singapore Branch,
263,Senior Analyst - Data Analytics [Compliance Strategy & Insig...,Singapore,Inland Revenue Authority of Singapore,
264,MS Service Engineer,Kallang,Dimension Data,
265,Senior Software Engineer,Singapore,"Williams-Sonoma, Inc.",
266,Order Management Specialist,Singapore,Autodesk,
267,Principal Engineer – Mobile Framework & Container Developmen...,Singapore,CITI,
268,DATA ARCHITECT (With Business Intelligence Environment),Singapore,eTeam Hong Kong,
269,Enterprise Architect - Technology Consulting (H&PS),Singapore,Accenture,
270,Mobile Application Architect,Singapore,SnapHunt Pte Ltd,
271,Director of Value Added Resellers- APAC,Singapore,"Medallia, Inc.",
272,Game Programmer (contract),Changi,Singapore University of Technology and Design,
273,OSI PI System Administrator,Singapore,GLOBAL SEARCH PARTNERS PTE. LTD.,"$5,000 - $8,000 a month"
274,"Manager, Asset Management (Data Management)",Singapore,Synpulse,
275,#GIT | Ref: 112496 - Project Manager,Singapore,Singtel,
276,Consumer Networks - IP Solutions Architect (115437),Singapore,Singtel,
277,Senior Solution Architect (Enterprise System),Singapore,Government Technology Agency,
278,#GIT Core Systems Microservices Architect (including Securit...,Singapore,Singtel,
279,Network Engineer,Singapore,Koninklijke Vopak NV,
280,Mobile Developer (Flutter),Singapore,Pearson Frank,"$5,500 - $6,500 a month"
281,#EDMS - Service Solution Architect,Singapore,Singtel,
282,"CHIEF TECHNOLOGY OFFICER ( CTO, InfoComm Technology)",Singapore,Ethos Search Associates Pte Ltd,
283,Development Manager,Singapore,,
284,Development Manager,Singapore,Gravitas Recruitment Group,
285,Network Infrastructure Engineer,Singapore,Government Technology Agency,
286,BI & Analytics Presales Solution Architect,Singapore,Enggsol Pte Ltd,
287,Chief Technologist Alliances,Singapore,Micro Focus,
288,SCON_Utilities Domain_Nottingham,Singapore,Infosys Limited Singapore Branch,
289,Full Stack Web Developer (12 Months),Singapore,AXA Singapore,
290,Infrastructure Architect,Singapore,Innowave Tech Pte. Ltd.,
291,"Senior Specialist Solutions Architect, Databases",Singapore,Amazon Web Services Singapore,
292,Database Administrator,Singapore,SITA,
293,Rendering Programming Intern,Singapore,Ubisoft,
294,"Associate Director, Advanced Analytics",Singapore,NCS,
295,Cloud Architect,Singapore,Enggsol Pte Ltd,
296,Digital Solutions Architect & Industry Liaison,Singapore,Lenovo,
297,Business Analyst / Scrum Master - Credit Risk,Singapore,UBS,
298,Cloud Native Architect,Singapore,Dell,
299,IT Business Analyst,Singapore,Align Technology,
300,CISO - Tech Unicorn,Singapore,Pinpoint Asia Limited,
301,MS Solutions Architect,Kallang,Dimension Data,
302,Digital Architect,Singapore,Avaloq,
303,Insurance Pre-sales Technical Architect,Singapore,DXC,
304,"Senior Associate, Solution Architect, Marketing Technology (...",Singapore,DBS Bank,
305,Content Experience Designer / Technical Writer,Singapore,Autodesk,
306,"Senior Architect, Cyber Security",Singapore,Marina Bay Sands,
307,SG – Senior Consultants - Systems Engineering - Digital Arch...,Singapore,Deloitte,
308,"Senior Strategist, Strategy & Planning",Singapore,Digitas,
309,"#GIT | Ref: 115780 - Senior Architect, Solution",Singapore,Singtel,
310,"Customer Success Specialist, ASEAN (Korea Market)",Singapore,Autodesk,
311,SOLUTIONS ARCHITECT,Singapore,Singapore Academy of Law,
312,Pre-Sales Engineer - Singapore,Singapore,Confluent,
313,Digital Banking Architect (Cloud),Singapore,IBM,
314,Digital Solution Architect,Singapore,DXC,
315,"Manager, Talent Coordinators",Singapore,Netflix,
316,IT Infrastructure Managers,Singapore,thatz,
317,Quality Assurance,Singapore,Dathena,
318,Cloud Solution Architect - Singapore,Singapore,f5,
319,Information Security Architect,Singapore,Takeda Pharmaceuticals,
320,"International Group (Gaming) - Technical Architect, Full Sta...",Singapore,Singtel,
321,Infrastructure Architect,Singapore,eTeam Hong Kong,
322,Solution Architect,Singapore,Telogic,
323,Applications/Integration Architect,Singapore,Nobility Services Singapore Pte Ltd,
324,"Analyst Relations Program Specialist, Amazon Web Services",Singapore,Amazon Web Services Singapore,
325,Siebel CRM Developer,Singapore,Dow Technologies and Systems,"$6,000 a month"
326,Solution Architect V (0M904F),Singapore,DXC,
327,Account Executive,Singapore,Autodesk,
328,System Architect (AI),Singapore,Sciente Consulting Pte. Ltd,
329,Software Architect,Singapore,Rotimatic,
330,Senior Research Engineer,Singapore,Autodesk,
331,"SVP, Platform Architect, Group Consumer Banking and Big Data...",Singapore,DBS Bank,
332,Senior Solutions Architect,Singapore,Allscripts Solutions,
333,Data Modelling Lead,Singapore,Prudential,
334,Senior Project Manager,Singapore,NCS,
335,Principal Software Algorithm Engineer,Singapore,Philips Electronics Singapore Pte Ltd,
336,Engineer(DC),Singapore,Enggsol Pte Ltd,
337,Solution Architect,Singapore,Transcendent Business Services Pte Ltd,"$6,000 - $9,000 a month"
338,Salesforce Technical Architect,Singapore,Ploy Asia Pte. Ltd,
339,Middleware Administrator,Singapore,Gateway Search Pte Ltd,
340,Microsoft CRM Consultant,Kallang,Dimension Data,
341,(Senior) System Analyst â IoT,Singapore,Sciente Consulting Pte. Ltd,
342,"Application Architect (C3 â Command, Control, Communicatio...",Singapore,Enggsol Pte Ltd,
343,Senior Software Test Engineer,Singapore,Autodesk,
344,Software Engineering Manager,Singapore,NINJA LOGISTICS PTE. LTD.,"$8,000 - $14,000 a month"
345,Senior Consultant (SAP),Singapore,TOTAL EBIZ SOLUTIONS PTE. LTD.,"$8,000 - $9,000 a month"
346,Insurance Pre-sales Technical Architect,Singapore,Xchanging Malaysia Sdn Bhd,
347,Informatica MDM Lead Architect,Singapore,eTeam Hong Kong,
348,Senior Solution Architect,Singapore,Huxley APAC,
349,Software Architect & R&D Manager (Mobility Video Analytics)...,Singapore,ST Electronics (Info-comm Systems) Pte Ltd,
350,Lead Software Engineer,Singapore,Isentia,
351,"Director, Software Engineering - ALM -Data Product Developme...",Singapore,Visa,
352,Senior QA/SDET - Enterprise Core Platform,Singapore,Traveloka,
353,"IT Architect, Data Architecture",Queenstown,CTES Consulting Pte Ltd,
354,Principal Security Advisor,Singapore,Amazon Web Services Singapore,
355,"SVP / VP, Development Lead (C2MA), Group Consumer Banking an...",Singapore,DBS Bank,
356,Urgently Looking for Voice Engineers for Matket Data / Trade...,Singapore,Aryan Search Pte Ltd,"$130,000 - $170,000 a year"
357,SpiderLabs Lead Threat Architect,Singapore,Trustwave,
358,Lead Data Engineer,Singapore,NextWave Partners,
359,SDET Lead/Manager - Payments,Singapore,Traveloka,
360,Data Security Technical Consultant,Singapore,Micro Focus,
361,Senior Cloud Architect,Singapore,Michael Page,
362,"SVP / VP, Platform Architect, Group Consumer Banking and Big...",Singapore,DBS Bank,
363,Commercial Cards Senior Architect,Singapore,CITI,
364,Pre Sales Engineer,Singapore,OSIsoft,
365,"Solution Architect, Operations Support System (OSS) / Busine...",Bugis,NetLinkTrust,
366,"Finance Business Partner, APAC Global Renewals",Singapore,Autodesk,
367,Regional Partner Alliance Manager,Singapore,Hewlett Packard Enterprise,
368,Senior Software Engineer (QA),Singapore,Visa,
369,BIM Manager,Singapore,Design Link Architects Pte. Ltd.,
370,Software Security Architect,Singapore,Traveloka,
371,Informatica MDM Lead Architect,Singapore,Continental Technology Solutions,
372,"Associate Director, Cyber Resilience",Singapore,Singtel,
373,"AVP / Senior Associate, Data Architect, Group Consumer Banki...",Singapore,DBS Bank,
374,M&E resident technical officer,Singapore,Mott MacDonald,
375,"Consumer Networks - Associate Director/Director, Workplace S...",Marine Parade,Singtel,
376,"Talent Scout, Autodesk Construction Solutions",Singapore,Autodesk,
377,Principal/ Lead Solution Architect,Singapore,Wildlife Reserves Singapore,
378,STRATEGIC STARTUP BUSINESS DEVELOPMENT MANAGER,Singapore,Amazon Web Services Singapore,
379,Software Architect (Video Analytics and Big Data Platform),Singapore,Enggsol Pte Ltd,
380,Hybrid Cloud Solution Architect (Client Technical Specialist...,Singapore,IBM,
381,"Senior Consultant, Asset Management (Data Management)",Singapore,Synpulse,
382,Principal Infocomm Specialist (Enterprise Architect),Singapore,Inland Revenue Authority of Singapore,
383,"Senior Infrastructure Engineer/Infrastructure Engineer, Netw...",Singapore,Government Technology Agency,
384,"Senior Manager, Solution Architect",Singapore,Amgen,
385,Technical Business Development Manager,Singapore,Amazon Web Services Singapore,
386,Digital Architect,Singapore,Sciente Consulting Pte. Ltd,
387,Solution Architect,Singapore,Ecquaria Technologies Pte Ltd,
388,Full Stack Engineer (React JS/Redux & Node JS),Central Business District,Snaphunt,
389,SAP Solution Architect/Project Manager,Singapore,Apple,
390,"SVP / VP, Solution Architect (Branch & Self-Service Banking)...",Singapore,DBS Bank,
391,Public Sector Senior Big Data and Analytics Consultant,Singapore,Amazon Web Services Singapore,
392,Channel/Partner Sales Engineer,Singapore,Denodo Technologies,
393,Application Architect,Singapore,Manpower,
394,Senior Product Owner,Singapore,Autodesk,
395,SAP Architect,Singapore,Continental Technology Solutions,
396,"Security Architect, Enterprise Architecture",Singapore,Sciente Consulting Pte. Ltd,
397,Principal Solutions Consultant,Singapore,Zendesk,
398,Head of Cybersecurity (Development),Singapore,Sciente International Pte Ltd,
399,Business Systems Analyst II - Analytics BSA,Singapore,Schellden Global Pte Ltd,
400,Solution Architect (Network),Singapore,Enggsol Pte Ltd,
401,"Security Solutions Architect, CGEM - Singapore",Singapore,Cisco Systems,
402,Sr. Database Engineer,Singapore,Visa,
403,Hardware Systems Engineer,Singapore,Keyteo Consulting Pte Ltd,
404,Solutions Architect,Singapore,Enggsol Pte Ltd,
405,"SVP / VP, Security Architect, Group Consumer Banking and Big...",Singapore,DBS Bank,
406,Senior Lead System Engineer,Singapore,NCS,
407,Consumer Networks - Network Integration and Security Enginee...,Singapore,Singtel,
408,Senior Advisory Consultant,Singapore,Amazon Web Services Singapore,
409,"Director, Systems Engineering - NGINX",Singapore,f5,
410,Senior Solutions Architect Singapore,Singapore,Morpheus Data,
411,senior data engineer,Singapore,Randstad,"$7,000 - $12,000 a month"
412,"Regional Sales Manager, Large Enterprise - ASEAN",Singapore,Zscaler,
413,"Senior Manager, Solution and Technical Architect",Singapore,Government Technology Agency,
414,Big Data Engineer (Hadoop / Spark / Python),Singapore,Michael Page,
415,Solutions Consultant,Singapore,Xandr,
416,Senior Solution Architect (Cloud Native),Singapore,Government Technology Agency,
417,"Director, Infrastructure Delivery",Singapore,Sciente Consulting Pte. Ltd,
418,Senior Connect Specialist,Singapore,Amazon Web Services Singapore,
419,Cyber Security Graduate 2020,Singapore,Dyson,
420,Network Solution Architect,Singapore,Sciente Consulting Pte. Ltd,
421,Senior Software Client Architect,Singapore,IBM,
422,Calypso_Sr. Associate Con,Singapore,Infosys Limited Singapore Branch,
423,"Assistant Manager, It Project Management Office",Singapore,AXA Singapore,
424,Salesforce Marketing Cloud Solutions Architect,Singapore,IBM,
425,Senior ICT Consultant,Singapore,Arup,
426,Developer Relations Manager,Singapore,NVIDIA,
427,Systems Engineering Manager,Singapore,Thales Group,
