,Title,Summary,Location,Company,Salary
2467,Commissioning Engineer I/O Testing,Register the follow-up data of interventions and forward the information to the relevant service.You are responsible for the parametrization of different…,Leuven,Fish 'n Stones,
2468,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2469,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2470,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2471,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2472,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2473,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2474,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2475,SENIOR DATA ENGINEER,Knowledge of data science and machine learning algorithms so that you can ensure that your data deliveries are ideal for data scientists.,Antwerpen (stad),omina technologies,
2476,Data Engineer,"Als data engineer help je onze klanten bij het opzetten, uitvoeren en uitdragen van een goede data strategie.Hiervoor werk je samen met collega’s uit analytics…",Heverlee,AE,
2477,Data Engineer,"In short, are you our new data team member?You know SQL, but also other ways to handle data.Are you convinced excel is the only tool required to do quality…",Brussel,DESIGN IS DEAD,
2478,Eurostaff - Data Engineer with Data Science Experience,For my client near Brussels I am looking for a data engineer who has experience with data science !Experienced with leverage and maintenance of data.,Brussel,Eurostaff,
2479,Logistics Project Coordinator & Data Analyst - FR version,"Master en sciences économiques, sciences (ingénieur) de gestion, ou études similaires.Le groupe Bosch, tu le connais ?Autonomie et esprit d’équipe.",Mechelen,Bosch,
2480,Data Scientist,"You are able to manage data science projects in an autonomous way and to drive collaboration with domain experts, data engineers and data scientists.",Brussel,Thaleria,
2481,Junior IT,"Clear Communication: You are an excellent communicator and storyteller effectively tuning your delivery to your target audience, i.e. from engineer to C-level…",Mechelen,Telenet,
2482,Data engineer MES,Wij zijn op zoek naar een data engineer MES die deel wil uitmaken van ons boeiend bedrijf.Als Data engineer MES maak je deel uit van het team dat ons…,Antwerpen (stad),BASF Antwerpen,
2483,Photonic IC Tape Out Support Engineer,"You are an electronic or optical engineer.Photonic integrated circuits fabricated in silicon are finding widespread applications in data communications,…",Leuven,Imec,
2484,Data Engineer,Implementing tools and frameworks for team members (f.i. for data analysts and business intelligence agents).Do you love to handle data?,Brussel,Lineas,
2485,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2486,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2487,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2488,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2489,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2490,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2491,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2492,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2493,Data Engineering and Analytics Analyst,The Data Engineering & Analytics Analyst role within Statistical Programming & Analysis (SP&A) is that of a statistical programmer analyst who provides…,Beerse,Johnson & Johnson Family of Companies,
2494,Data Scientist,"Therefore, you work in close collaboration with the product manager and software engineers.You take incomplete data as a challenge and use qualitative…",Wommelgem,OMP,
2495,HPC ondersteuner,"Installatie van wetenschappelijke software uit een brede waaier van onderzoeksdomeinen, scheikundige software (VASP, GROMACS, NAMD), Ingenieur (ANSYS, OpenFoam,…",Leuven,KU Leuven,
2496,Machine Learning Engineer,You get excited by large amounts of data.You have a good overview over the (big-)data ecosystem.Machine Learning holds no secrets for you?,Leuven,dataroots,
2497,Data Engineer - Brussels,"Integration of data storage solutions.Implementation of security and data protection.Executes production-level jobs by considering data dependencies,…",Brussel,Amaris,
2498,Big Data Engineer,"The Telecom Technical Consultant understands the needs and strategic objectives of the customers, and is able to translate these into telecom needs (data,…",Mechelen,Telenet,
2499,Clinical Research Associate - entry level,Our successful Clinical Research Associates possess varied backgrounds in medical and other science-related healthcare fields.,Leuven,Medpace,
2500,Software Engineer - Testlab,Affinity with data acquisition systems and digital signal processing.Software Engineer for Simcenter Testlab.Proven experience in design and analysis skills.,Leuven,Siemens AG,
2501,Data Science/ML engineer,"You are passionate about computer science, software architecture and creating robust and scalable data solutions.We aim to launch in Q4 2019.",Sint-Joost-ten-Node,Jane (Charlin NV),
2502,Data engineer,"As Data engineer, you will be responsible for:We are looking for a Data engineer for our telecoms client.To join our Advanced Analytics Center of Excellence,…",Brussel,NetLink Group,
2503,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2504,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2505,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2506,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2507,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2508,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2509,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2510,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2511,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2512,Data Process Engineer,"Als data process engineer vorm je de brug tussen IT (captatie van data) en data valorisatie teams die maximaal waarde creëren uit deze data voor advertising,…",Vilvoorde,Medialaan,
2513,Data science engineer,"Vous travaillez dans le département Business Analytics & Insights, au sein d’une équipe composée de 26 collègues : 9 data science engineers et 17 data…",Halle,Colruyt Group,
2514,Data Scientist,"This will include working with client data scientists, data engineers but also business stakeholders.Act as data science expert on latest machine learning & AI…",Brussel,MOORE,
2515,Data Engineer (H/F),"As a data engineer, you will take the responsibility of understanding and anticipating the data needs behind our strategic AI use cases and developing state-of…",Evere,Carrefour Belgique,
2516,Mechatronics Engineer,"A Qplox engineer is always Quality in a team.Design of electronic automation and data acquisition equipment.For a wide range of products, and with special.",Leuven,Qplox Engineering,
2517,Mechanical Engineer,"Ervaring als Mechanical engineer met de nadruk op rotating equipment, bij voorkeur in de proces industrie.Jij bent (mede) verantwoordelijk voor het opstellen…",Antwerpen (stad),Tec NV,
2518,Technical Assistant Sound Engineer,General assistance for music sound engineers for sessions booked in music & audio rooms.Supervising and executing the backup process of all data during and…,Antwerpen (stad),Galaxy Studios Group NV Antwerpen,
2519,Data Engineer,This will include working with client data engineers and data scientists but also business stakeholders.Act as data engineer expert on latest trends in the…,Brussel,MOORE,
2520,Data Engineer,"Ze werken met biologische data en doen aan modellering, productieplanning & automatisering van deze data.Als kersverse Data engineer zal je terechtkomen in een…",Leuven,Humanistix,
2521,FREELANCE DATA ENGINEER | Hadoop - Scala - Python,I am urgently looking for a data engineer for a client in Brussels central active in the telecommunication sector.Project involving BI and Advanced analytics.,Brussel,EyeTech Solutions,
2522,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2523,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2524,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2525,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2526,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2527,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2528,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2529,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2530,Projectverantwoordelijke Elektriciteit,"Een samenwerkingsovereenkomst op zelfstandig statuut of een contract van onbepaalde duur, aangevuld met een waaier aan extralegale voordelen waaronder een GSM…",Leuven,Freestone,
2531,PROCESS ENGINEER LIFE SCIENCE,As Process engineer life science you provide front line expert support for all process-specific issues to production within packaging activities.,Puurs,Novartis,
2532,Test Rig Engineer,"You perform new development tests, analyze and report test data:Test rig HW is prepared in collaboration with the technicians and test engineers.",Leuven,Engibex,
2533,Big Data Engineer,We are looking for a Big Data Engineer with experience of big data ecosystems to work with our clients to help them become data driven organisations where data…,Grimbergen Strombeek-Bever,Keyrus NV,
2534,Test Rig Engineer – Endurance Test Rigs,"You perform new development tests, analyze and report test data.Test rig HW is prepared in collaboration with the technicians and test engineers.",Sint-Truiden,RBC Engineering Support BV,
2535,Process Engineer,"Strong data analysis skills with the ability to attain results from large data sets.The ideal candidate will have strong data analysis skills, experience in…",Leuven,Inpria Corporation,
2536,R&D Data Scientist,You support senior statisticians and machine learning engineers with pre-processing of data.You analyse available data with advanced data processing and…,Louvain-la-Neuve,CluePoints,
2537,Junior Java Software Engineer,"Especially if you’re into open-source technology, machine learning and big data.You have a bachelor’s or master’s degree in computer sciences.",Leuven,Xenit Solutions,
2538,Quality Analyst Engineer,"Preparing test environment and test data, and executing the test cases.Responsible for reporting and communicating on test activities to the line organisation,…",Berchem,Endeavour Recruitment Solutions Ltd,€375 - €400 per dag
2539,Credit Analyst,"Gather and analyse economic data in order to determine the impact on business operations.You will perform risk assessments on our customers, gather and analyse…",Everberg,Huntsman,
2540,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2541,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2542,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2543,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2544,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2545,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2546,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2547,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2548,Data Analyst and Reporting,As a data analyst you bring your technical expertise to ensure the quality of accuracy of data.Work experience as a data analyst or in related field.,Erembodegem,nanoGrid,
2549,Data Lake Analyst,"Vous connaissez le big data (R, Python…).En collaboration avec d’autres spécialistes, vous créez un nouveau data lake, qui sera au cœur du projet.",Halle,Colruyt Group,
2550,Junior ML Engineer,"You understand the difference between fundamental research and data driven development.You have a master’s degree in computer science, mathematics, engineering…",Antwerpen (stad),Faktion,
2551,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2552,Teamleader NX,"Maintaining TC-data management system / Formtek support.In order to support our client, we have a challenging opportunity in the region of Leuven for an…",Leuven,Masters In Innovation,
2553,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2554,Data Engineer,"To be able to achieve this, we are looking for data engineers that aim for innovation and quality, and with a customer centric mindset.What’s in it for you?",Brussel,Easyfairs,
2555,Data-science engineer (m/v),Wil jij onze nieuwe data-science engineer worden?Als data-science engineer maak je deel uit van de afdeling Data & Analytics Office van Argenta en ondersteun…,Antwerpen (stad),Argenta,
2556,Machine Learning Engineer,Defining performant and scalable data pipelines e.g. data pre-processing (feature engineering) and ensuring that data quality monitoring indicators are in place…,Leuven,KBC,
2557,Data Engineer,Conceive and build data architectures.The data engineer will be coached by a senior expert to grow the technical and business skills to manage his/her projects…,Brussel,Agilytic,
2558,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2559,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2560,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2561,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2562,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2563,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2564,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2565,(Digital) Marketeer,"Je hebt een analytische geest, en je kan web statistieken en data vlot omzetten in treffende acties.Jij werkt in overleg met de Sales & Marketing Manager het …",Leuven,MACOBO-STABO,
2566,Data Scientist,"Python/R (en ML/data science pakketten).Mediaan is een internationaal IT-bedrijf met expertises in data science, software engineering en consultancy.",Hasselt België,Mediaan,
2567,IC test Engineer, Statistical data analysis and reporting.Send your CV and application letter to jobs@qplox.com with the subject “Semiconductor Test engineer”.,Leuven,Qplox Engineering,
2568,Product Engineer,"The Product Engineers are top level engineers.Works closely with our marketing division to deeply understand their needs, identify and prioritize cases where…",Bruxelles Evere,Whise NV / SA,
2569,FORECASTING WIND RESOURCES,"A data scientist and ICT engineer, will work part time on the project.Candidates have a master degree (at the start of their contract) in one of the following…",Leuven,KU Leuven,
2570,International Project Engineer (M/F),You are a civil engineer in construction.The retention period of the data is 6 months.You may object to the processing of your personal data and have the…,Bruxelles Etterbeek,SECO Belgium,
2571,Data analyse ingenieur voor nieuwe technologische toepassing...,Breng je structuur en inzicht in ruwe data;Het voortouw nemen bij de ontwikkeling van voorspellende algoritmen om ingezamelde data te verwerken en de optimale…,Leuven,Flanders Make,
2572,Data Engineer,"As a data engineer, you will :From mobility to marketing and HR analytics, dataa gathers top data scientists and data experts helping to solve customers’…",Brussel,dataa,
2573,Data Engineer @ PSA,"Identifies and validates data sources and methods for data preparation;Data infrastructure: Logical/physical data modelling, database design/optimization…",Antwerpen (stad),Amon Consultants,
2574,Continuous Improvement Engineer (M/F) permanent - Namur,IL6S (process) engineer supports the IL6S Journey implementation in the plant.To take part in the meetings; collecting data and analysing the root cause (Root…,Namen (stad),Mondelēz International,
2575,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2576,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2577,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2578,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2579,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2580,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2581,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2582,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2583,Hanson Regan - Data Engineer,Experience with workflow management and data load job scheduling (Airflow or other Dag based data pipelines orchestrators).,Antwerpen (stad),Hanson Regan,
2584,Big Data Engineer,"Operations and monitoring of the Big data flow on Hortonworks platform.Knowledge of Big data ecosystem : HORTONWORKS stack SPARK , SCALA , HIVE , HBASE ,…",Brussel,ARHS Group,
2585,DPD Process Engineer,Support DPD data strategy and provide efficient user interfaces for new process engineering tools/models.In support of formulation and process development of…,Beerse,Janssen Pharmaceuticals,
2586,Data Engineer,"Performing data maintenance-, enrichment or data migration tasks.As a data engineer you’ll be part of team that designs and develops data-driven marketing…",Aalst,MultiMinds,
2587,Analog IC design engineer,Build/use the measurement SW for semi-automatic measurements and data analysis.Qplox is a fast growing company offering test and automation engineering.,Leuven,Qplox Engineering,
2588,Vision algorithms engineer, Work in a multi-disciplinary team of engineers. Analyse the problem based on data and interaction with the support team.To support our customers in.,Leuven,Qplox Engineering,
2589,Process Engineer - Master Data,Create transparency by helping to setup data comparison cockpit.Master data management is a key area within Atlas Copco.Knowledge of SQL query and Power BI.,Wilrijk,Atlas Copco Airpower N.V.,
2590,Junior Project Engineer - Data Center,We are currently looking for 1 junior project engineer / project manager with 0–2 years of experience as a Junior Project Engineer Data Center at IPS you will…,Nijvel,IPS Belgium,
2591,"Two-way meso–micro coupling for wind farm planning, forecast...","A data scientist and ICT engineer, will work part time on the project.The micro-scale model SP-Wind, a Large-Eddy Simulation code developed at KU Leuven, will…",Leuven,KU Leuven,
2592,Junior Big Data Engineer,"No data staying in stuffy data warehouses, no algorithms running solely on the laptops of data scientists, but insights delivered to actual decision makers in a…",Mechelen,Telenet,
2593,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2594,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2595,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2596,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2597,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2598,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2599,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2600,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2601,"FREELANCE DATA ENGINEER | Python, AWS, Linux","Work closely with data scientists, analysts, engineers and managers on the data science platform optimization.You maintain the data architecture (cloud).",Antwerpen (stad),EyeTech Solutions,
2602,Analog and mixed-signal design engineer (BE and NL),"Delivers Design document, section layout to layout engineer.To strengthen our team, AnSem is looking for an Analog and Mixed-signal Design Engineer to design…",Leuven,AnSem,
2603,Data Strategist,"This will include working with data scientists, data engineers and business stakeholders.Affinity with data science and the analytics ecosystem.",Brussel,MOORE,
2604,Clinical Data System Analyst II,Performs as liaison between internal and external customers and the clinical data systems software engineers.The Clinical division of Abbott Medical Devices in…,Zaventem,Abbott Laboratories,
2605,RELIABILITY ENGINEER,"Data analyses, safety and regulatory rules.Your internal piers are the maintenance and production engineers.Based in Antwerp region, Belgium.",Antwerpen (stad),EVAL Europe,
2606,DevOps Engineer,"Excellent experience of building a practice that adopts a data driven continuous improvement, taking metrics, analysing data and building technical pipelines of…",Leuven,Twipe - Digital Publishing,
2607,CONTINUOUS IMPROVEMENT ENGINEER - Brussels,"Guided by facts and data.CONTINUOUS IMPROVEMENT ENGINEER (H/F/X).As a key actor of SABCA Lean Transformation, you will be in charge of the Continuous…",Brussel,SABCA,
2608,CONTINUOUS IMPROVEMENT ENGINEER - Brussel,"Guided by facts and data.CONTINUOUS IMPROVEMENT ENGINEER (H/F/X).As a key actor of SABCA Lean Transformation, you will be in charge of the Continuous…",Brussel,SABCA,
2609,Onsite Incident Response Analyst,"Perform incident response and forensic analysis of compromised systems, identify and provide recommendations for remediation of DDoS events and the ability to…",Brussel,Check Point Software Technologies Ltd.,
2610,Data Engineer,You have at least 2 years’ experience in data science and application development expertise.You have a master’s degree in computer science or business…,Brussel,EVERTYS,
2611,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2612,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2613,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2614,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2615,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2616,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2617,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2618,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2619,Junior Process Engineer,Set up and organizes data for P&ID's.Junior Process Engineer(Job Number: ECR00009O).For our Process department in Antwerp/Ghent we are looking for a Junior…,Antwerpen (stad),Worley,
2620,Field Service Engineer Bruker Daltonics BeNeLux (m/f/n),"Good computer literacy, including familiarity with data system hardware and industry standard operating systems.A current driving licence valid in the EU.",Kontich,Bruker,
2621,Process engineer,"Statistical data processing: ""Black Belt"" worthy.What makes working at Mondelēz International so special?The iconic brands and global nature of our business.",Herentals,Mondelēz International,
2622,Young Grad Engineering,Technology & Innovation is the beating heart of our data-driven organization.We dare to opt for change and trend-setting innovations in digital and data…,Mechelen,Telenet,
2623,Junior Big Data Engineer,Discovering various opportunities for data acquisitions and exploring new ways of using existing data – Data Ingestion.Crucial Tasks – Big Data Engineer.,Brussel,Cognizant,
2624,DataOps Engineer,"We attack the ‘last-mile problem’ in data: companies collect tons of data valuable for their consumers and stakeholders, yet often fail to deliver that data as…",Herentals,Esoptra,
2625,Associate Solutions Engineer - Bachelor/Master (Graduate) -...,"As an engineer, you’ll engage with our customers and partners as a trusted technology advisor.We connect everything: people, processes, data, and things.",Diegem,Cisco Systems,
2626,Internet of Things Software Research Engineer,"Samen met expert-onderzoekers in robotica, automatisering, data science, artificial intelligence, software architectuur en logistieke productieprocessen.",Leuven,Flanders Make,
2627,Data Engineer,"A minimum of 5 years’ experience in an industrial environment with proven experience in process data management, data validation and data quality projects;",Herentals,Kemin Europe,
2628,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2629,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
